OBJECT_ID	OBJECT	TYPE_DESCRIPTION	SENSOR	NUMBER_IN_CONTAINER	V_DEPL_V	CENTER	DET_ID	DCUHARDID
30200020014246	MOD	EC_R5S.6U	30220953204228	3	190	HPK	470324133	3601453
30200020014246	MOD	EC_R5S.6U	30221053103931	2	180	HPK	470324133	3601453
30200020014247	MOD	EC_R5P.6D	30220953304430	3	190	HPK	470095530	5897789
30200020014247	MOD	EC_R5P.6D	30221053304137	2	190	HPK	470095530	5897789
30200020014249	MOD	EC_R5P.6D	30220953604809	3	230	HPK	470409638	15072735
30200020014249	MOD	EC_R5P.6D	30221053604341	2	210	HPK	470409638	15072735
30200020014250	MOD	EC_R5P.6D	30220953304415	3	190	HPK	470411434	10090047
30200020014250	MOD	EC_R5P.6D	30221053304140	2	200	HPK	470411434	10090047
30200020014251	MOD	EC_R5S.6U	30220952203334	3	160.5	KARLSRUHE-IEKP	470046373	16382579
30200020014251	MOD	EC_R5S.6U	30221053103901	2	180	HPK	470046373	16382579
30200020014252	MOD	EC_R5P.6D	30220952203620	3	200	HPK	470361510	4126751
30200020014252	MOD	EC_R5P.6D	30221051703104	2	198	HPK	470361510	4126751
30200020014253	MOD	EC_R5S.6U	30220953204213	3	200	HPK	470111909	7993933
30200020014253	MOD	EC_R5S.6U	30221053103912	2	149	KARLSRUHE-IEKP	470111909	7993933
30200020014254	MOD	EC_R5P.6D	30220953304422	3	180	HPK	470127278	1176895
30200020014254	MOD	EC_R5P.6D	30221053304102	2	190	HPK	470127278	1176895
30200020014255	MOD	EC_R5S.6U	30220953204121	3	200	HPK	470046893	16512677
30200020014255	MOD	EC_R5S.6U	30221052303437	2	180	HPK	470046893	16512677
30200020014256	MOD	EC_R5P.6D	30220952203623	3	199	HPK	470181034	14284647
30200020014256	MOD	EC_R5P.6D	30221051703113	2	195	HPK	470181034	14284647
30200020014257	MOD	EC_R5S.6U	30220953103908	3	190	HPK	470046889	11990379
30200020014257	MOD	EC_R5S.6U	30221053103826	2	200	HPK	470046889	11990379
30200020014258	MOD	EC_R5P.6D	30220952203345	3	161.45	KARLSRUHE-IEKP	470376870	14417079
30200020014258	MOD	EC_R5P.6D	30221051102738	2	187.65	KARLSRUHE-IEKP	470376870	14417079
30200020014259	MOD	EC_R5S.6U	30220953103901	3	180	HPK	470063269	5698827
30200020014259	MOD	EC_R5S.6U	30221052303425	2	190	HPK	470063269	5698827
30200020014260	MOD	EC_R5P.6D	30220953504617	3	220	HPK	470160810	15858621
30200020014260	MOD	EC_R5P.6D	30221053604414	2	210	HPK	470160810	15858621
30200020014261	MOD	EC_R5P.6D	30220953504621	3	220	HPK	470426278	9567039
30200020014261	MOD	EC_R5P.6D	30221053604307	2	210	HPK	470426278	9567039
30200020014262	MOD	EC_R5S.6U	30220953103919	3	200	HPK	470096045	6156965
30200020014262	MOD	EC_R5S.6U	30221052303434	2	190	HPK	470096045	6156965
30200020014263	MOD	EC_R5S.6U	30220953104023	3	180	HPK	470357165	3535399
30200020014263	MOD	EC_R5S.6U	30221053103935	2	170	HPK	470357165	3535399
30200020014264	MOD	EC_R5S.6U	30220953204225	3	190	HPK	470143661	12252717
30200020014264	MOD	EC_R5S.6U	30221052303428	2	190	HPK	470143661	12252717
30200020014266	MOD	EC_R5S.6U	30220953204128	3	200	HPK	470096037	16645165
30200020014266	MOD	EC_R5S.6U	30221052303427	2	190	HPK	470096037	16645165
30200020014267	MOD	EC_R5P.6D	30220953304432	3	190	HPK	470094502	14545491
30200020014267	MOD	EC_R5P.6D	30221053304139	2	200	HPK	470094502	14545491
30200020014268	MOD	EC_R5P.6D	30220952203610	3	141.5	KARLSRUHE-IEKP	470373542	5895919
30200020014268	MOD	EC_R5P.6D	30221044501001	2	173.48	KARLSRUHE-IEKP	470373542	5895919
30200020014269	MOD	EC_R5S.6U	30220952203317	3	244	HPK	470323629	16118611
30200020014269	MOD	EC_R5S.6U	30221051102807	2	233	HPK	470323629	16118611
30200020014270	MOD	EC_R5P.6D	30220953204211	3	190	HPK	470095526	10417471
30200020014270	MOD	EC_R5P.6D	30221053304126	2	180	HPK	470095526	10417471
30200020014271	MOD	EC_R5P.6D	30220951003024	3	218	HPK	470046894	6027855
30200020014271	MOD	EC_R5P.6D	30221051102730	2	230	HPK	470046894	6027855
30200020014272	MOD	EC_R5S.6U	30220953103905	3	170	HPK	470063277	3798503
30200020014272	MOD	EC_R5S.6U	30221053103905	2	190	HPK	470063277	3798503
30200020014273	MOD	EC_R5S.6U	30220953204205	3	160	HPK	470062765	11992377
30200020014273	MOD	EC_R5S.6U	30221044701230	2	175.12	KARLSRUHE-IEKP	470062765	11992377
30200020014274	MOD	EC_R5P.6D	30220953304424	3	200	HPK	470180522	1309663
30200020014274	MOD	EC_R5P.6D	30221053304034	2	200	HPK	470180522	1309663
30200020014275	MOD	EC_R5S.6U	30220952203645	3	197	HPK	470145193	7599013
30200020014275	MOD	EC_R5S.6U	30221053003741	2	170	HPK	470145193	7599013
30200020014276	MOD	EC_R5S.6U	30220953103924	3	170	HPK	470098853	14283123
30200020014276	MOD	EC_R5S.6U	30221053103906	2	200	HPK	470098853	14283123
30200020014277	MOD	EC_R5P.6D	30220953604801	3	210	HPK	470160814	1307103
30200020014277	MOD	EC_R5P.6D	30221053604324	2	210	HPK	470160814	1307103
30200020014278	MOD	EC_R5S.6U	30220953104005	3	180	HPK	470181801	3404811
30200020014278	MOD	EC_R5S.6U	30221053103926	2	180	HPK	470181801	3404811
30200020014279	MOD	EC_R5P.6D	30220953103916	3	198.74	KARLSRUHE-IEKP	470423718	15662815
30200020014279	MOD	EC_R5P.6D	30221053304123	2	200	HPK	470423718	15662815
30200020014280	MOD	EC_R5P.6D	30220953304431	3	190	HPK	470389422	2029279
30200020014280	MOD	EC_R5P.6D	30221053304138	2	190	HPK	470389422	2029279
30200020014281	MOD	EC_R5P.6D	30220943601029	3	170	HPK	470078122	2030943
30200020014281	MOD	EC_R5P.6D	30221051703129	2	202	HPK	470078122	2030943
30200020014282	MOD	EC_R5P.6D	30220950402319	3	220	HPK	470405542	14088459
30200020014282	MOD	EC_R5P.6D	30221051703126	2	201	HPK	470405542	14088459
30200020014283	MOD	EC_R5P.6D	30220953103934	3	210	HPK	470163882	16645711
30200020014283	MOD	EC_R5P.6D	30221051703121	2	205	HPK	470163882	16645711
30200020014284	MOD	EC_R5P.6D	30220953104031	3	220	HPK	470147498	11925735
30200020014284	MOD	EC_R5P.6D	30221051703122	2	207	HPK	470147498	11925735
30200020014285	MOD	EC_R5S.6U	30220953104006	3	180	HPK	470357157	15858927
30200020014285	MOD	EC_R5S.6U	30221053103925	2	170	HPK	470357157	15858927
30200020014286	MOD	EC_R5S.6U	30220953103907	3	180	HPK	470390181	10089279
30200020014286	MOD	EC_R5S.6U	30221053103908	2	190	HPK	470390181	10089279
30200020014287	MOD	EC_R5P.6D	30220953103903	3	180	HPK	470065834	1767743
30200020014287	MOD	EC_R5P.6D	30221053304127	2	180	HPK	470065834	1767743
30200020014288	MOD	EC_R5S.6U	30220953104032	3	210	HPK	470327977	16710895
30200020014288	MOD	EC_R5S.6U	30221053103836	2	210	HPK	470327977	16710895
30200020014290	MOD	EC_R5P.6D	30220953504625	3	210	HPK	470160806	15661791
30200020014290	MOD	EC_R5P.6D	30221053504239	2	210	HPK	470160806	15661791
30200020014291	MOD	EC_R5P.6D	30220953504623	3	210	HPK	470374566	15202783
30200020014291	MOD	EC_R5P.6D	30221053604311	2	210	HPK	470374566	15202783
30200020014292	MOD	EC_R5P.6D	30220951003022	3	215	HPK	470115242	11662063
30200020014292	MOD	EC_R5P.6D	30221051102703	2	221	HPK	470115242	11662063
30200020014293	MOD	EC_R5P.6D	30220953304433	3	190	HPK	470045358	8320335
30200020014293	MOD	EC_R5P.6D	30221053304112	2	190	HPK	470045358	8320335
30200020014294	MOD	EC_R5S.6U	30220953104002	3	180	HPK	470181797	5897331
30200020014294	MOD	EC_R5S.6U	30221053103938	2	180	HPK	470181797	5897331
30200020014295	MOD	EC_R5P.6D	30220953504604	3	210	HPK	470426282	1177311
30200020014295	MOD	EC_R5P.6D	30221053103825	2	220	HPK	470426282	1177311
30200020014297	MOD	EC_R5P.6D	30220953504630	3	220	HPK	470131622	1766239
30200020014297	MOD	EC_R5P.6D	30221053604312	2	230	HPK	470131622	1766239
30200020014298	MOD	EC_R5S.6U	30220953204231	3	190	HPK	470324141	13892005
30200020014298	MOD	EC_R5S.6U	30221053103936	2	170	HPK	470324141	13892005
30200020014299	MOD	EC_R5S.6U	30220953104034	3	200	HPK	470143657	12516107
30200020014299	MOD	EC_R5S.6U	30221052303421	2	190	HPK	470143657	12516107
30200020014301	MOD	EC_R5S.6U	30220952203606	3	211	HPK	470324905	14021995
30200020014301	MOD	EC_R5S.6U	30221051202906	2	239	HPK	470324905	14021995
30200020014302	MOD	EC_R6P.4U	30221152002801	3	246	HPK	470361548	7994189
30200020014302	MOD	EC_R6P.4U	30221253302742	2	210	HPK	470361548	7994189
30200020014304	MOD	EC_R5S.6U	30220951003032	3	232	HPK	470114985	5765483
30200020014304	MOD	EC_R5S.6U	30221051102736	2	238	HPK	470114985	5765483
30200020014305	MOD	EC_R5S.6U	30220960804913	3	190	HPK	470112425	10220511
30200020014305	MOD	EC_R5S.6U	30221053604526	2	190	HPK	470112425	10220511
30200020014306	MOD	EC_R5S.6U	30220952203512	3	212	HPK	470410665	3404135
30200020014306	MOD	EC_R5S.6U	30221051703010	2	214	HPK	470410665	3404135
30200020014307	MOD	EC_R6P.4U	30221152703123	3	167	KARLSRUHE-IEKP	470390212	12318987
30200020014307	MOD	EC_R6P.4U	30221252802426	2	200	HPK	470390212	12318987
30200020014308	MOD	EC_R6P.4U	30221151802724	3	215	HPK	470181832	8254841
30200020014308	MOD	EC_R6P.4U	30221252902532	2	180	HPK	470181832	8254841
30200020014309	MOD	EC_R6P.4U	30221151602604	3	221	HPK	470426060	11924113
30200020014309	MOD	EC_R6P.4U	30221252802435	2	190	HPK	470426060	11924113
30200020014310	MOD	EC_R6P.4U	30221151402437	3	232	HPK	470063308	8124069
30200020014310	MOD	EC_R6P.4U	30221253302741	2	210	HPK	470063308	8124069
30200020014311	MOD	EC_R6P.4U	30221151402442	3	231	HPK	470049744	3275053
30200020014311	MOD	EC_R6P.4U	30221253302740	2	210	HPK	470049744	3275053
30200020014312	MOD	EC_R6P.4U	30221152102931	3	224	HPK	470423500	5763339
30200020014312	MOD	EC_R6P.4U	30221252902522	2	190	HPK	470423500	5763339
30200020014313	MOD	EC_R5S.6U	30220952203407	3	192	HPK	470049701	7797363
30200020014313	MOD	EC_R5S.6U	30221053103920	2	200	HPK	470049701	7797363
30200020014314	MOD	EC_R6P.4U	30221152102921	3	216	HPK	470311628	3603757
30200020014314	MOD	EC_R6P.4U	30221252802421	2	180	HPK	470311628	3603757
30200020014315	MOD	EC_R6P.4U	30221151802720	3	213	HPK	470407116	3537809
30200020014315	MOD	EC_R6P.4U	30221252802405	2	180	HPK	470407116	3537809
30200020014316	MOD	EC_R5S.6U	30220952203319	3	256	HPK	470307757	3406011
30200020014316	MOD	EC_R5S.6U	30221051102809	2	246	HPK	470307757	3406011
30200020014317	MOD	EC_R6P.4U	30221152102911	3	242	HPK	470328004	6223149
30200020014317	MOD	EC_R6P.4U	30221253302606	2	200	HPK	470328004	6223149
30200020014318	MOD	EC_R6P.4U	30221151402443	3	236	HPK	470177484	3538577
30200020014318	MOD	EC_R6P.4U	30221253302739	2	210	HPK	470177484	3538577
30200020014319	MOD	EC_R5S.6U	30220951003019	3	231	HPK	470079657	11795819
30200020014319	MOD	EC_R5S.6U	30221051102735	2	234	HPK	470079657	11795819
30200020014320	MOD	EC_R5S.6U	30220952203321	3	240	HPK	470127017	8254827
30200020014320	MOD	EC_R5S.6U	30221051703110	2	206	HPK	470127017	8254827
30200020014321	MOD	EC_R6P.4U	30221151402436	3	231	HPK	470325188	5371537
30200020014321	MOD	EC_R6P.4U	30221253302622	2	210	HPK	470325188	5371537
30200020014322	MOD	EC_R5S.6U	30220952203619	3	207	HPK	470312101	3931191
30200020014322	MOD	EC_R5S.6U	30221051703007	2	239	HPK	470312101	3931191
30200020014323	MOD	EC_R6P.4U	30221152102928	3	217	HPK	470311620	8254509
30200020014323	MOD	EC_R6P.4U	30221252902528	2	190	HPK	470311620	8254509
30200020014326	MOD	EC_R5S.6U	30220952203607	3	204	HPK	470062249	6225255
30200020014326	MOD	EC_R5S.6U	30221051202905	2	255	HPK	470062249	6225255
30200020014327	MOD	EC_R5S.6U	30220952203325	3	235	HPK	470439337	12186475
30200020014327	MOD	EC_R5S.6U	30221051102826	2	241	HPK	470439337	12186475
30200020014328	MOD	EC_R6P.4U	30221152102919	3	214	HPK	470095564	12056275
30200020014328	MOD	EC_R6P.4U	30221252902521	2	180	HPK	470095564	12056275
30200020014329	MOD	EC_R6P.4U	30221151802709	3	225	HPK	470361284	13759141
30200020014329	MOD	EC_R6P.4U	30221253302602	2	199.32	KARLSRUHE-IEKP	470361284	13759141
30200020014330	MOD	EC_R5S.6U	30220952203513	3	207	HPK	470127021	3537259
30200020014330	MOD	EC_R5S.6U	30221051703009	2	242	HPK	470127021	3537259
30200020014331	MOD	EC_R5S.6U	30220952203331	3	241	HPK	470340013	3273255
30200020014331	MOD	EC_R5S.6U	30221051102726	2	251	HPK	470340013	3273255
30200020014332	MOD	EC_R6P.4U	30221151802717	3	223	HPK	470389196	4060049
30200020014332	MOD	EC_R6P.4U	30221253302608	2	210	HPK	470389196	4060049
30200020014333	MOD	EC_R5S.6U	30220952203604	3	201	HPK	470312105	5700919
30200020014333	MOD	EC_R5S.6U	30221051202902	2	235	HPK	470312105	5700919
30200020014334	MOD	EC_R5S.6U	30220952203320	3	260	HPK	470312873	16383339
30200020014334	MOD	EC_R5S.6U	30221051703111	2	206	HPK	470312873	16383339
30200020014335	MOD	EC_R5S.6U	30220952203318	3	242	HPK	470410917	3928695
30200020014335	MOD	EC_R5S.6U	30221051102808	2	228	HPK	470410917	3928695
30200020014336	MOD	EC_R5S.6U	30220952203327	3	242	HPK	470341805	5632879
30200020014336	MOD	EC_R5S.6U	30221051102828	2	213	HPK	470341805	5632879
30200020014337	MOD	EC_R6P.4U	30221152002802	3	249	HPK	470406852	5373005
30200020014337	MOD	EC_R6P.4U	30221253302743	2	210	HPK	470406852	5373005
30200020014338	MOD	EC_R6P.4U	30221151302201	3	203.92	KARLSRUHE-IEKP	470377924	5962061
30200020014338	MOD	EC_R6P.4U	30221251802118	2	198	HPK	470377924	5962061
30200020014339	MOD	EC_R6P.4U	30221151402440	3	223	HPK	470164428	12449169
30200020014339	MOD	EC_R6P.4U	30221253302737	2	220	HPK	470164428	12449169
30200020014340	MOD	EC_R6P.4U	30221152002805	3	244	HPK	470406348	4127277
30200020014340	MOD	EC_R6P.4U	30221253302611	2	210	HPK	470406348	4127277
30200020014341	MOD	EC_R6P.4U	30221151402334	3	211.67	KARLSRUHE-IEKP	470377936	6028689
30200020014341	MOD	EC_R6P.4U	30221251802136	2	194	HPK	470377936	6028689
30200020014342	MOD	EC_R5S.6U	30220951003031	3	234	HPK	470340005	14154039
30200020014342	MOD	EC_R5S.6U	30221051102729	2	235	HPK	470340005	14154039
30200020014344	MOD	EC_R5S.6U	30220952203326	3	256	HPK	470341797	7731563
30200020014344	MOD	EC_R5S.6U	30221051102827	2	219	HPK	470341797	7731563
30200020014345	MOD	EC_R6P.4U	30221152002806	3	250	HPK	470147532	16383633
30200020014345	MOD	EC_R6P.4U	30221253302607	2	210	HPK	470147532	16383633
30200020014346	MOD	EC_R6P.4U	30221152102916	3	223	HPK	470410184	16642725
30200020014346	MOD	EC_R6P.4U	30221253302707	2	189.37	KARLSRUHE-IEKP	470410184	16642725
30200020014347	MOD	EC_R6P.4U	30221152102926	3	221	HPK	470410188	14086667
30200020014347	MOD	EC_R6P.4U	30221252802406	2	190	HPK	470410188	14086667
30200020014348	MOD	EC_R6P.4U	30221152002815	3	241	HPK	470410444	5370739
30200020014348	MOD	EC_R6P.4U	30221253302636	2	210	HPK	470410444	5370739
30200020014349	MOD	EC_R5S.6U	30220952203539	3	222	HPK	470410921	12056939
30200020014349	MOD	EC_R5S.6U	30221051102824	2	229	HPK	470410921	12056939
30200020014350	MOD	EC_R5S.6U	30220952203614	3	210	HPK	470377637	5370791
30200020014350	MOD	EC_R5S.6U	30221051102810	2	236	HPK	470377637	5370791
30200020014351	MOD	EC_R5S.6U	30220952203501	3	219	HPK	470307753	16708459
30200020014351	MOD	EC_R5S.6U	30221051703006	2	273	HPK	470307753	16708459
30200020014353	MOD	EC_R6P.4U	30221152102909	3	236	HPK	470131140	4126219
30200020014353	MOD	EC_R6P.4U	30221253302618	2	200	HPK	470131140	4126219
30200020014354	MOD	EC_R5S.6U	30220952203605	3	208	HPK	470394277	14285623
30200020014354	MOD	EC_R5S.6U	30221051202901	2	247	HPK	470394277	14285623
30200020014355	MOD	EC_R6P.4U	30221152002803	3	242	HPK	470410436	14023569
30200020014355	MOD	EC_R6P.4U	30221253302601	2	210	HPK	470410436	14023569
30200020014356	MOD	EC_R5S.6U	30220952203301	3	227	HPK	470307749	16183659
30200020014356	MOD	EC_R5S.6U	30221051703005	2	255	HPK	470307749	16183659
30200020014357	MOD	EC_R6P.4U	30221152002811	3	240	HPK	470131144	3535731
30200020014357	MOD	EC_R6P.4U	30221253302617	2	200	HPK	470131144	3535731
30200020014358	MOD	EC_R5S.6U	30220952203608	3	203	HPK	470324653	14349935
30200020014358	MOD	EC_R5S.6U	30221051202904	2	244	HPK	470324653	14349935
30200020014360	MOD	EC_R6P.4U	30221152002816	3	239	HPK	470361540	8255021
30200020014360	MOD	EC_R6P.4U	30221253302640	2	210	HPK	470361540	8255021
30200020014361	MOD	EC_R5S.6U	30220952203538	3	259	HPK	470308261	6159783
30200020014361	MOD	EC_R5S.6U	30221051102825	2	224	HPK	470308261	6159783
30200020014362	MOD	EC_R6P.4U	30221151602602	3	214	HPK	470143436	15989105
30200020014362	MOD	EC_R6P.4U	30221252802411	2	180	HPK	470143436	15989105
30200020014363	MOD	EC_R5S.6U	30220952203618	3	206	HPK	470393253	5699319
30200020014363	MOD	EC_R5S.6U	30221051102811	2	221	HPK	470393253	5699319
30200020014364	MOD	EC_R6P.4U	30221151802728	3	254	HPK	470376908	5763749
30200020014364	MOD	EC_R6P.4U	30221253302626	2	210	HPK	470376908	5763749
30200020014366	MOD	EC_R5S.6U	30220952203316	3	261	HPK	470356389	15857003
30200020014366	MOD	EC_R5S.6U	30221051703112	2	206	HPK	470356389	15857003
30200020014367	MOD	EC_R6P.4U	30221151602607	3	205	HPK	470164432	12451449
30200020014367	MOD	EC_R6P.4U	30221253302615	2	220	HPK	470164432	12451449
30200020014368	MOD	EC_R6P.4U	30221152903209	3	158.83	KARLSRUHE-IEKP	470066128	14285807
30200020014368	MOD	EC_R6P.4U	30221252802427	2	200	HPK	470066128	14285807
30200020014369	MOD	EC_R6P.4U	30221152102925	3	219	HPK	470410192	8254609
30200020014369	MOD	EC_R6P.4U	30221252802434	2	190	HPK	470410192	8254609
30200020014370	MOD	EC_R6P.4U	30221151802721	3	218	HPK	470311632	11794833
30200020014370	MOD	EC_R6P.4U	30221253302635	2	190	HPK	470311632	11794833
30200020014371	MOD	EC_R6P.4U	30221152002814	3	248	HPK	470361552	3536243
30200020014371	MOD	EC_R6P.4U	30221253302624	2	210	HPK	470361552	3536243
30200020014372	MOD	EC_R6P.4U	30221152102920	3	231	HPK	470438340	3404197
30200020014372	MOD	EC_R6P.4U	30221253302609	2	200	HPK	470438340	3404197
30200020014373	MOD	EC_R5S.6U	30220952203403	3	189	HPK	470361509	10090943
30200020014373	MOD	EC_R5S.6U	30221052303431	2	190	HPK	470361509	10090943
30200020014374	MOD	EC_R6P.4U	30221152903333	3	167.72	KARLSRUHE-IEKP	470438596	8059181
30200020014374	MOD	EC_R6P.4U	30221252802425	2	200	HPK	470438596	8059181
30200020014375	MOD	EC_R6P.4U	30221152102929	3	224	HPK	470145220	14021491
30200020014375	MOD	EC_R6P.4U	30221252902514	2	190	HPK	470145220	14021491
30200020014376	MOD	EC_R5S.6U	30220952203613	3	202	HPK	470393257	5373287
30200020014376	MOD	EC_R5S.6U	30221051102813	2	222	HPK	470393257	5373287
30200020014377	MOD	EC_R5S.6U	30220952203504	3	206	HPK	470341549	5896411
30200020014377	MOD	EC_R5S.6U	30221051703008	2	256	HPK	470341549	5896411
30200020014378	MOD	EC_R5S.6U	30220952203330	3	229	HPK	470340009	3537519
30200020014378	MOD	EC_R5S.6U	30221051102725	2	240	HPK	470340009	3537519
30200020014380	MOD	EC_R6P.4U	30221152102913	3	224	HPK	470410180	6224651
30200020014380	MOD	EC_R6P.4U	30221252802402	2	190	HPK	470410180	6224651
30200020014381	MOD	EC_R5S.6U	30220952203322	3	262	HPK	470345125	14348651
30200020014381	MOD	EC_R5S.6U	30221051102812	2	231	HPK	470345125	14348651
30200020014382	MOD	EC_R6P.4U	30221151402441	3	219	HPK	470147536	8123793
30200020014382	MOD	EC_R6P.4U	30221252802417	2	210	HPK	470147536	8123793
30200020014383	MOD	EC_R5S.6U	30220952203642	3	191	HPK	470361513	3275635
30200020014383	MOD	EC_R5S.6U	30221052303433	2	190	HPK	470361513	3275635
30200020014384	MOD	EC_R6P.4U	30221152102922	3	220	HPK	470442956	14023283
30200020014384	MOD	EC_R6P.4U	30221252802431	2	190	HPK	470442956	14023283
30200020014385	MOD	EC_R6P.4U	30221152703128	3	180	HPK	470393552	4060683
30200020014385	MOD	EC_R6P.4U	30221253302714	2	210	HPK	470393552	4060683
30200020014386	MOD	EC_R6P.4U	30221151402318	3	206.62	KARLSRUHE-IEKP	470377928	16251557
30200020014386	MOD	EC_R6P.4U	30221251802137	2	198	HPK	470377928	16251557
30200020014387	MOD	EC_R6P.4U	30221151802718	3	214	HPK	470410448	11794853
30200020014387	MOD	EC_R6P.4U	30221253302612	2	210	HPK	470410448	11794853
30200020014388	MOD	EC_R6P.4U	30221152102915	3	225	HPK	470423492	14086701
30200020014388	MOD	EC_R6P.4U	30221252902519	2	190	HPK	470423492	14086701
30200020014389	MOD	EC_R5S.6U	30220952203637	3	189	HPK	470181285	5502323
30200020014389	MOD	EC_R5S.6U	30221052303432	2	190	HPK	470181285	5502323
30200020014390	MOD	EC_R6P.4U	30221151602601	3	215	HPK	470407108	13892285
30200020014390	MOD	EC_R6P.4U	30221252902520	2	180	HPK	470407108	13892285
30200020014391	MOD	EC_R6P.4U	30221152102903	3	229	HPK	470145228	12448145
30200020014391	MOD	EC_R6P.4U	30221253302613	2	200	HPK	470145228	12448145
30200020014392	MOD	EC_R5S.6U	30220952203511	3	234	HPK	470439333	7469991
30200020014392	MOD	EC_R5S.6U	30221051703011	2	248	HPK	470439333	7469991
30200020014393	MOD	EC_R6P.4U	30221151802705	3	221	HPK	470046412	16121489
30200020014393	MOD	EC_R6P.4U	30221251802014	2	185.27	KARLSRUHE-IEKP	470046412	16121489
30200020014394	MOD	EC_R6P.4U	30221151602610	3	216	HPK	470159820	12448913
30200020014394	MOD	EC_R6P.4U	30221253302631	2	220	HPK	470159820	12448913
30200020014395	MOD	EC_R6P.4U	30221151802710	3	221	HPK	470311624	14021265
30200020014395	MOD	EC_R6P.4U	30221252802432	2	190	HPK	470311624	14021265
30200020014396	MOD	EC_R6P.4U	30221151802727	3	223	HPK	470164424	11661713
30200020014396	MOD	EC_R6P.4U	30221253302641	2	220	HPK	470164424	11661713
30200020014397	MOD	EC_R6P.4U	30221151602612	3	216	HPK	470361544	6225197
30200020014397	MOD	EC_R6P.4U	30221253302628	2	210	HPK	470361544	6225197
30200020014398	MOD	EC_R5S.6U	30220952203510	3	212	HPK	470062253	14613303
30200020014398	MOD	EC_R5S.6U	30221051703012	2	246	HPK	470062253	14613303
30200020014399	MOD	EC_R6P.4U	30221151802729	3	241	HPK	470180296	16185901
30200020014399	MOD	EC_R6P.4U	30221253302642	2	220	HPK	470180296	16185901
30200020014400	MOD	EC_R6P.4U	30221152102927	3	223	HPK	470328008	7994995
30200020014400	MOD	EC_R6P.4U	30221252802430	2	190	HPK	470328008	7994995
30200020014401	MOD	EC_R7P.4U	30221352703316	2	190	HPK	470143732	16448219
30200020014401	MOD	EC_R7P.4U	30221452703125	3	180	HPK	470143732	16448219
30200020014402	MOD	EC_R7P.4U	30221352903525	2	180	HPK	470323944	16252507
30200020014402	MOD	EC_R7P.4U	30221452703234	3	180	HPK	470323944	16252507
30200020014403	MOD	EC_R7P.4U	30221352703314	2	180	HPK	470143724	14023771
30200020014403	MOD	EC_R7P.4U	30221452903304	3	183.33	VIENNA	470143724	14023771
30200020014404	MOD	EC_R7P.4U	30221352903501	2	190	HPK	470406632	3931175
30200020014404	MOD	EC_R7P.4U	30221452903325	3	190	HPK	470406632	3931175
30200020014405	MOD	EC_R6P.4U	30221152703010	3	173.57	KARLSRUHE-IEKP	470309060	11989355
30200020014405	MOD	EC_R6P.4U	30221251802132	2	194	HPK	470309060	11989355
30200020014407	MOD	EC_R7P.4U	30221352303242	2	180	HPK	470341096	6157979
30200020014407	MOD	EC_R7P.4U	30221452903322	3	190	HPK	470341096	6157979
30200020014408	MOD	EC_R7P.4U	30221354104428	2	170	HPK	470160872	14021665
30200020014408	MOD	EC_R7P.4U	30221454003910	3	190	HPK	470160872	14021665
30200020014409	MOD	EC_R7P.4U	30221352303239	2	190	HPK	470405612	12515499
30200020014409	MOD	EC_R7P.4U	30221452703135	3	190	HPK	470405612	12515499
30200020014411	MOD	EC_R6P.4U	30221152102917	3	217	HPK	470361292	5632145
30200020014411	MOD	EC_R6P.4U	30221253302629	2	190	HPK	470361292	5632145
30200020014412	MOD	EC_R7P.4U	30221352703315	2	180	HPK	470423024	14089307
30200020014412	MOD	EC_R7P.4U	30221452703131	3	180	HPK	470423024	14089307
30200020014413	MOD	EC_R7P.4U	30221352903506	2	170	HPK	470324720	14089435
30200020014413	MOD	EC_R7P.4U	30221452903331	3	190	HPK	470324720	14089435
30200020014414	MOD	EC_R7P.4U	30221352903533	2	180	HPK	470341620	3537627
30200020014414	MOD	EC_R7P.4U	30221452703223	3	180	HPK	470341620	3537627
30200020014416	MOD	EC_R7P.4U	30221352703401	2	180	HPK	470161636	12513579
30200020014416	MOD	EC_R7P.4U	30221452903308	3	190	HPK	470161636	12513579
30200020014417	MOD	EC_R6P.4U	30221151802714	3	213	HPK	470159812	13760145
30200020014417	MOD	EC_R6P.4U	30221252902525	2	170	HPK	470159812	13760145
30200020014418	MOD	EC_R7P.4U	30221352703302	2	170	HPK	470406132	4062427
30200020014418	MOD	EC_R7P.4U	30221452703129	3	138.81	VIENNA	470406132	4062427
30200020014419	MOD	EC_R7P.4U	30221352703326	2	190	HPK	470340588	12451547
30200020014419	MOD	EC_R7P.4U	30221452703113	3	190	HPK	470340588	12451547
30200020014420	MOD	EC_R6P.4U	30221151402410	3	235	HPK	470177988	12516387
30200020014420	MOD	EC_R6P.4U	30221252302318	2	230	HPK	470177988	12516387
30200020014421	MOD	EC_R7P.4U	30221352903524	2	190	HPK	470159856	5371179
30200020014421	MOD	EC_R7P.4U	30221452703119	3	170	HPK	470159856	5371179
30200020014422	MOD	EC_R7P.4U	30221354104424	2	170	HPK	470160880	14154401
30200020014422	MOD	EC_R7P.4U	30221454003913	3	190	HPK	470160880	14154401
30200020014423	MOD	EC_R7P.4U	30221352703325	2	170	HPK	470406120	6028379
30200020014423	MOD	EC_R7P.4U	30221452703210	3	170	HPK	470406120	6028379
30200020014424	MOD	EC_R6P.4U	30221141501416	3	210	HPK	470081988	3537055
30200020014424	MOD	EC_R6P.4U	30221252302335	2	260	HPK	470081988	3537055
