OBJECT_ID	OBJECT	TYPE_DESCRIPTION	SENSOR	NUMBER_IN_CONTAINER	V_DEPL_V	CENTER	DET_ID	DCUHARDID
30200020010006	MOD	EC_R4P.4U-S	30221844800209	2	230	HPK	470390152	3601447
30200020010008	MOD	EC_R7P.4U	30221341900103	2	203.44	VIENNA	470409968	6225279
30200020010008	MOD	EC_R7P.4U	30221441900213	3	200	HPK	470409968	6225279
30200020010010	MOD	EC_R4P.4U-S	30221844800221	2	220	HPK	470390148	6027831
30200020010011	MOD	EC_R6P.4U	30221141401126	3	220	HPK	470082244	6156619
30200020010011	MOD	EC_R6P.4U	30221241500503	2	220	HPK	470082244	6156619
30200020010013	MOD	EC_R7P.4U	30221341900216	2	160	HPK	470111464	14614143
30200020010013	MOD	EC_R7P.4U	30221441900116	3	146.81	VIENNA	470111464	14614143
30200020010014	MOD	EC_R7P.4U	30221341900210	2	202.5	VIENNA	470357232	4125303
30200020010014	MOD	EC_R7P.4U	30221441900105	3	198.32	VIENNA	470357232	4125303
30200020010015	MOD	EC_R4P.4U	30220834601916	2	250	HPK	470377612	12448727
30200020010018	MOD	EC_R7P.4U	30221341900218	2	160	HPK	470164708	13761847
30200020010018	MOD	EC_R7P.4U	30221441900221	3	178.83	VIENNA	470164708	13761847
30200020010019	MOD	EC_R4P.4U	30220834601922	2	220	HPK	470116492	4061695
30200020010020	MOD	EC_R7P.4U	30221341900101	2	174.85	VIENNA	470393580	6025855
30200020010020	MOD	EC_R7P.4U	30221441900103	3	200	HPK	470393580	6025855
30200020010021	MOD	EC_R7P.4U	30221341900120	2	200	HPK	470159844	3603071
30200020010021	MOD	EC_R7P.4U	30221441900113	3	194.24	VIENNA	470159844	3603071
30200020010022	MOD	EC_R7P.4U	30221341900212	2	160	HPK	470114792	6224271
30200020010022	MOD	EC_R7P.4U	30221441900215	3	180	HPK	470114792	6224271
30200020010024	MOD	EC_R7P.4U	30211334890302	2	141.55	VIENNA	470439908	14153331
30200020010024	MOD	EC_R7P.4U	30211434692616	3	200.57	VIENNA	470439908	14153331
30200020010025	MOD	EC_R4P.4U-S	30221844800207	2	230	HPK	470079108	5633131
30200020010029	MOD	EC_R5P.6D	30220945102120	3	150	HPK	470082218	3799495
30200020010029	MOD	EC_R5P.6D	30221044701309	2	180	HPK	470082218	3799495
30200020010030	MOD	EC_R7P.4U	30211334572641	2	247.48	VIENNA	470176232	7992651
30200020010030	MOD	EC_R7P.4U	30211434692620	3	250.49	VIENNA	470176232	7992651
30200020010031	MOD	EC_R7P.4U	30221341900205	2	180	HPK	470077940	14414391
30200020010031	MOD	EC_R7P.4U	30221441900209	3	190	HPK	470077940	14414391
30200020010034	MOD	EC_R4P.4U	30220834601923	2	232.61	VIENNA	470050180	4127703
30200020010035	MOD	EC_R7P.4U	30221341900220	2	160.5	VIENNA	470148324	5502079
30200020010035	MOD	EC_R7P.4U	30221441900223	3	186.92	VIENNA	470148324	5502079
30200020010036	MOD	EC_R4P.4U-S	30221844800211	2	220	HPK	470045060	6222171
30200020010037	MOD	EC_R4P.4U-S	30221844800234	2	220	HPK	470177672	16118571
30200020010038	MOD	EC_R4P.4U-S	30221844800232	2	220	HPK	470358148	5961051
30200020010044	MOD	EC_R7P.4U	30221341900114	2	210	HPK	470423540	6156631
30200020010044	MOD	EC_R7P.4U	30221441900104	3	210	HPK	470423540	6156631
30200020010045	MOD	EC_R4P.4U-S	30221844800202	2	220	HPK	470061700	11925611
30200020010046	MOD	EC_R7P.4U	30221341900202	2	180	HPK	470411496	14546303
30200020010046	MOD	EC_R7P.4U	30221441900206	3	190	HPK	470411496	14546303
30200020010047	MOD	EC_R4P.4U	30220834601913	2	250	HPK	470049936	8122703
30200020010051	MOD	EC_R4P.4U-S	30221844800230	2	220	HPK	470061708	5960319
30200020010053	MOD	EC_R4P.4U-S	30221844800228	2	220	HPK	470128260	14023307
30200020010054	MOD	EC_R7P.4U	30221341900201	2	176.96	VIENNA	470395116	6156599
30200020010054	MOD	EC_R7P.4U	30221441900216	3	190	HPK	470395116	6156599
30200020010056	MOD	EC_R7P.4U	30221341900118	2	210	HPK	470394084	14023479
30200020010056	MOD	EC_R7P.4U	30221443600816	3	210	HPK	470394084	14023479
30200020010057	MOD	EC_R4P.4U-S	30221844800325	2	220	HPK	470110596	12516699
30200020010058	MOD	EC_R4P.4U-S	30221844800219	2	220	HPK	470094988	14547803
30200020010059	MOD	EC_R7P.4U	30221341900222	2	170	HPK	470324456	3276159
30200020010059	MOD	EC_R7P.4U	30221441900211	3	183.76	VIENNA	470324456	3276159
30200020010061	MOD	EC_R4P.4U-S	30221844800217	2	220	HPK	470045572	3797803
30200020010062	MOD	EC_R4P.4U-S	30221844800204	2	206.38	KARLSRUHE-IEKP	470390920	6225023
30200020010063	MOD	EC_R4P.4U	30220834601919	2	240	HPK	470147972	14545487
30200020010064	MOD	EC_R6P.4U	30221141501225	3	210	HPK	470082252	8123119
30200020010064	MOD	EC_R6P.4U	30221241601112	2	230	HPK	470082252	8123119
30200020010065	MOD	EC_R4P.4U	30220834601925	2	240	HPK	470180748	5634831
30200020010066	MOD	EC_R7P.4U	30221341900215	2	184.07	VIENNA	470049512	3275127
30200020010066	MOD	EC_R7P.4U	30221441900112	3	190	HPK	470049512	3275127
30200020010069	MOD	EC_R4P.4U	30220834601915	2	250	HPK	470050192	12056143
30200020010070	MOD	EC_R6P.4U	30221141401127	3	210	HPK	470082764	8123887
30200020010070	MOD	EC_R6P.4U	30221241600714	2	210	HPK	470082764	8123887
30200020010071	MOD	EC_R7P.4U	30221341900217	2	185.53	VIENNA	470422256	5370935
30200020010071	MOD	EC_R7P.4U	30221441900111	3	190	HPK	470422256	5370935
30200020010072	MOD	EC_R7P.4U	30221341900203	2	180	HPK	470077928	6156855
30200020010072	MOD	EC_R7P.4U	30221441900210	3	190	HPK	470077928	6156855
30200020010073	MOD	EC_R7P.4U	30221341900223	2	180	HPK	470077924	6026839
30200020010073	MOD	EC_R7P.4U	30221441900220	3	190	HPK	470077924	6026839
30200020010074	MOD	EC_R7P.4U	30221341900211	2	190	HPK	470423528	5698647
30200020010074	MOD	EC_R7P.4U	30221441900107	3	190	HPK	470423528	5698647
30200020010075	MOD	EC_R7P.4U	30221341900208	2	190	HPK	470357224	14545463
30200020010075	MOD	EC_R7P.4U	30221441900106	3	190	HPK	470357224	14545463
30200020010076	MOD	EC_R4P.4U-S	30221844800307	2	210	HPK	470340236	8256619
30200020010077	MOD	EC_R4P.4U-S	30221844800203	2	220	HPK	470358152	6222903
30200020010080	MOD	EC_R4P.4U-S	30221844800233	2	230	HPK	470046092	3405951
30200020010081	MOD	EC_R4P.4U	30220834601921	2	220	HPK	470082448	14285467
30200020010083	MOD	EC_R4P.4U	30220834601926	2	230	HPK	470050188	6225563
30200020010084	MOD	EC_R4P.4U-S	30221844800236	2	220	HPK	470358156	3534887
30200020010086	MOD	EC_R4P.4U	30220834601924	2	240	HPK	470132100	5635591
30200020010088	MOD	EC_R4P.4U	30220834601917	2	240	HPK	470050184	7994011
30200020010089	MOD	EC_R4P.4U-S	30221844800333	2	202.55	KARLSRUHE-IEKP	470095244	14416215
30200020010091	MOD	EC_R4P.4U-S	30221844800223	2	220	HPK	470046084	6157111
30200020010093	MOD	EC_R7P.4U	30221341900214	2	180	HPK	470357228	3537791
30200020010093	MOD	EC_R7P.4U	30221441900212	3	190	HPK	470357228	3537791
30200020010095	MOD	EC_R4P.4U-S	30221844800229	2	220	HPK	470160268	14546559
30200020010096	MOD	EC_R4P.4U-S	30221844800218	2	220	HPK	470078860	12449115
30200020010098	MOD	EC_R4P.4U-S	30221844800210	2	220	HPK	470160516	14349659
30200020010099	MOD	EC_R4P.4U	30220834601914	2	240	HPK	470132108	3406831
30200020010100	MOD	EC_R7P.4U	30221341900221	2	170	HPK	470067428	3536503
30200020010100	MOD	EC_R7P.4U	30221441900219	3	190	HPK	470067428	3536503
30200020010101	MOD	EC_R7P.4U	30221351102604	2	205	HPK	470148580	6223939
30200020010101	MOD	EC_R7P.4U	30221445201514	3	250	HPK	470148580	6223939
30200020010102	MOD	EC_R7P.4U	30221350402018	2	240	HPK	470114804	8255677
30200020010102	MOD	EC_R7P.4U	30221450401832	3	240	HPK	470114804	8255677
30200020010103	MOD	EC_R7P.4U	30221351302719	2	226	HPK	470390512	7600859
30200020010103	MOD	EC_R7P.4U	30221451102404	3	197	HPK	470390512	7600859
30200020010104	MOD	EC_R4P.4U-S	30221850200702	2	226	HPK	470356868	14283623
30200020010105	MOD	EC_R3P.4U	30220735003131	2	230	HPK	470423140	15987559
30200020010106	MOD	EC_R7P.4U	30221351102522	2	208	HPK	470389740	5959979
30200020010106	MOD	EC_R7P.4U	30221452103018	3	208	HPK	470389740	5959979
30200020010107	MOD	EC_R3P.4U	30220735003104	2	230	HPK	470405732	3603675
30200020010108	MOD	EC_R1S.6U	30220540400906	2	230	HPK	470312233	12185959
30200020010109	MOD	EC_R3P.4U	30220735003118	2	230	HPK	470115432	6159607
30200020010110	MOD	EC_R3P.4U	30220735003126	2	230	HPK	470423144	6159343
30200020010111	MOD	EC_R7P.4U	30221351102606	2	199	HPK	470066152	11923805
30200020010111	MOD	EC_R7P.4U	30221442600321	3	230	HPK	470066152	11923805
30200020010112	MOD	EC_R7P.4U	30221351102529	2	210	HPK	470357732	7732071
30200020010112	MOD	EC_R7P.4U	30221452103026	3	200	HPK	470357732	7732071
30200020010113	MOD	EC_R1S.6U	30220540400828	2	230	HPK	470078501	16382447
30200020010114	MOD	EC_R1S.6U	30220540400805	2	230	HPK	470329129	15400383
30200020010115	MOD	EC_R1S.6U	30220540400902	2	218.94	VIENNA	470082089	5700327
30200020010116	MOD	EC_R7P.4U	30221351102614	2	222	HPK	470147824	14350909
30200020010116	MOD	EC_R7P.4U	30221442600327	3	220	HPK	470147824	14350909
30200020010117	MOD	EC_R7P.4U	30221351803019	2	250	HPK	470426612	12451559
30200020010117	MOD	EC_R7P.4U	30221451102317	3	247	HPK	470426612	12451559
30200020010118	MOD	EC_R4P.4U-S	30221850400806	2	148.3	KARLSRUHE-IEKP	470406540	16710435
30200020010119	MOD	EC_R7P.4U	30221351102512	2	155.69	VIENNA	470111472	7860691
30200020010119	MOD	EC_R7P.4U	30221452102903	3	151.11	VIENNA	470111472	7860691
30200020010120	MOD	EC_R3P.4U	30220735003125	2	230	HPK	470165352	16446013
30200020010121	MOD	EC_R7P.4U	30221351102603	2	208	HPK	470423268	6225195
30200020010121	MOD	EC_R7P.4U	30221452103023	3	205	HPK	470423268	6225195
30200020010122	MOD	EC_R7P.4U	30221351402830	2	170	VIENNA	470176488	14349867
30200020010122	MOD	EC_R7P.4U	30221451802726	3	193	HPK	470176488	14349867
30200020010123	MOD	EC_R7P.4U	30221351803016	2	259	HPK	470426600	7732759
30200020010123	MOD	EC_R7P.4U	30221451102307	3	254	HPK	470426600	7732759
30200020010124	MOD	EC_R3P.4U	30220735003114	2	230	HPK	470115436	13890975
30200020010125	MOD	EC_R7P.4U	30221350402008	2	240	HPK	470427636	3797597
30200020010125	MOD	EC_R7P.4U	30221450401833	3	240	HPK	470427636	3797597
30200020010126	MOD	EC_R7P.4U	30221351102518	2	202	HPK	470148592	3798877
30200020010126	MOD	EC_R7P.4U	30221442600323	3	230	HPK	470148592	3798877
30200020010127	MOD	EC_R7P.4U	30221351102517	2	202	HPK	470148584	5633117
30200020010127	MOD	EC_R7P.4U	30221442600318	3	230	HPK	470148584	5633117
30200020010128	MOD	EC_R7P.4U	30221351402824	2	192.17	VIENNA	470421996	13891231
30200020010128	MOD	EC_R7P.4U	30221452102938	3	197	HPK	470421996	13891231
30200020010129	MOD	EC_R7P.4U	30221351803022	2	249	HPK	470439144	11990503
30200020010129	MOD	EC_R7P.4U	30221451102316	3	244	HPK	470439144	11990503
30200020010130	MOD	EC_R3P.4U	30220735003115	2	230	HPK	470116200	7470171
30200020010131	MOD	EC_R7P.4U	30221351102635	2	234	HPK	470177008	3536879
30200020010131	MOD	EC_R7P.4U	30221451802732	3	214	HPK	470177008	3536879
30200020010132	MOD	EC_R7P.4U	30221351102502	2	204	HPK	470131444	16118365
30200020010132	MOD	EC_R7P.4U	30221442600331	3	230	HPK	470131444	16118365
30200020010133	MOD	EC_R3P.4U	30220735003128	2	230	HPK	470165348	14021359
30200020010134	MOD	EC_R7P.4U	30221351102513	2	203	HPK	470100204	14021981
30200020010134	MOD	EC_R7P.4U	30221442600315	3	230	HPK	470100204	14021981
30200020010135	MOD	EC_R7P.4U	30221351803013	2	251	HPK	470426596	14021871
30200020010135	MOD	EC_R7P.4U	30221451802707	3	252	HPK	470426596	14021871
30200020010136	MOD	EC_R3P.4U	30220735003116	2	230	HPK	470421864	14023531
30200020010137	MOD	EC_R7P.4U	30221351102531	2	210	HPK	470378728	12317423
30200020010137	MOD	EC_R7P.4U	30221452103042	3	200	HPK	470378728	12317423
30200020010138	MOD	EC_R4P.4U-S	30221850701405	2	233	HPK	470096008	16708395
30200020010139	MOD	EC_R1S.6U	30220540400935	2	230	HPK	470049317	5698919
30200020010140	MOD	EC_R7P.4U	30221345201604	2	200	HPK	470421992	7994587
30200020010140	MOD	EC_R7P.4U	30221451802719	3	198	HPK	470421992	7994587
30200020010141	MOD	EC_R7P.4U	30221351102511	2	199	HPK	470066160	11990589
30200020010141	MOD	EC_R7P.4U	30221442600316	3	220	HPK	470066160	11990589
30200020010142	MOD	EC_R1S.6U	30220540200629	2	230	HPK	470312741	14088503
30200020010143	MOD	EC_R7P.4U	30221351102605	2	211	HPK	470066404	6222627
30200020010143	MOD	EC_R7P.4U	30221452102906	3	203	HPK	470066404	6222627
30200020010145	MOD	EC_R7P.4U	30221351102609	2	192	HPK	470406388	14414269
30200020010145	MOD	EC_R7P.4U	30221452102910	3	156	HPK	470406388	14414269
30200020010146	MOD	EC_R1S.6U	30220540400831	2	230	HPK	470083625	12185807
30200020010147	MOD	EC_R7P.4U	30221351402822	2	224	HPK	470390504	3797527
30200020010147	MOD	EC_R7P.4U	30221451102408	3	184	HPK	470390504	3797527
30200020010148	MOD	EC_R7P.4U	30221351102503	2	240	HPK	470439156	3406063
30200020010148	MOD	EC_R7P.4U	30221451102311	3	240	HPK	470439156	3406063
30200020010149	MOD	EC_R7P.4U	30221351802910	2	214	HPK	470423284	14285551
30200020010149	MOD	EC_R7P.4U	30221452002811	3	212	HPK	470423284	14285551
30200020010150	MOD	EC_R7P.4U	30221345201603	2	190	HPK	470422000	14087485
30200020010150	MOD	EC_R7P.4U	30221452103041	3	195	HPK	470422000	14087485
30200020010152	MOD	EC_R7P.4U	30221351102515	2	206	HPK	470376932	3600989
30200020010152	MOD	EC_R7P.4U	30221445201515	3	250	HPK	470376932	3600989
30200020010153	MOD	EC_R1S.6U	30220540400936	2	230	HPK	470066469	13890471
30200020010154	MOD	EC_R7P.4U	30221351802908	2	251	HPK	470426604	13892847
30200020010154	MOD	EC_R7P.4U	30221451802712	3	250	HPK	470426604	13892847
30200020010155	MOD	EC_R7P.4U	30221351102623	2	224	HPK	470373364	11927133
30200020010155	MOD	EC_R7P.4U	30221442600329	3	220	HPK	470373364	11927133
30200020010156	MOD	EC_R1S.6U	30220540200627	2	230	HPK	470345513	5894507
30200020010157	MOD	EC_R3P.4U	30220735003132	2	230	HPK	470341732	5634287
30200020010158	MOD	EC_R3P.4U	30220735003120	2	220	HPK	470116196	11991527
30200020010159	MOD	EC_R1S.6U	30220540400933	2	230	HPK	470329125	14283815
30200020010160	MOD	EC_R1S.6U	30220540200630	2	230	HPK	470083369	7797099
30200020010161	MOD	EC_R7P.4U	30221351102537	2	204	HPK	470394864	8058403
30200020010161	MOD	EC_R7P.4U	30221445201516	3	243.13	VIENNA	470394864	8058403
30200020010162	MOD	EC_R1S.6U	30220540300706	2	240	HPK	470082857	6224235
30200020010163	MOD	EC_R7P.4U	30221351102507	2	206	HPK	470147812	4062557
30200020010163	MOD	EC_R7P.4U	30221445201518	3	260	HPK	470147812	4062557
30200020010164	MOD	EC_R7P.4U	30221351102626	2	224	HPK	470111204	16117981
30200020010164	MOD	EC_R7P.4U	30221442600319	3	220	HPK	470111204	16117981
30200020010165	MOD	EC_R4P.4U-S	30221850200703	2	233	HPK	470096012	3538255
30200020010166	MOD	EC_R7P.4U	30221351803021	2	216.86	VIENNA	470423280	12185631
30200020010166	MOD	EC_R7P.4U	30221451802731	3	213	HPK	470423280	12185631
30200020010167	MOD	EC_R7P.4U	30221351802907	2	214	HPK	470423272	14547183
30200020010167	MOD	EC_R7P.4U	30221451802704	3	212	HPK	470423272	14547183
30200020010168	MOD	EC_R7P.4U	30221345201611	2	199.57	VIENNA	470422004	16382557
30200020010168	MOD	EC_R7P.4U	30221452102942	3	198	HPK	470422004	16382557
30200020010169	MOD	EC_R3P.4U	30220735003117	2	230	HPK	470421860	13761951
30200020010170	MOD	EC_R7P.4U	30221351102535	2	210	HPK	470345444	5960167
30200020010170	MOD	EC_R7P.4U	30221451102315	3	200	VIENNA	470345444	5960167
30200020010171	MOD	EC_R7P.4U	30221350402012	2	250	HPK	470426608	7730491
30200020010171	MOD	EC_R7P.4U	30221452103020	3	246	HPK	470426608	7730491
30200020010172	MOD	EC_R3P.4U	30220735103228	2	230	HPK	470422376	5963423
30200020010173	MOD	EC_R7P.4U	30221350402011	2	240	HPK	470422248	14349885
30200020010173	MOD	EC_R7P.4U	30221450401814	3	240	HPK	470422248	14349885
30200020010174	MOD	EC_R1S.6U	30220540400903	2	230	HPK	470324773	14547175
30200020010175	MOD	EC_R1S.6U	30220540400829	2	230	HPK	470077733	11793255
30200020010176	MOD	EC_R1S.6U	30220540400832	2	230	HPK	470062117	12187855
30200020010177	MOD	EC_R3P.4U	30220735003129	2	230	HPK	470341736	12448999
30200020010178	MOD	EC_R7P.4U	30221351302725	2	225	HPK	470176496	7861979
30200020010178	MOD	EC_R7P.4U	30221452002828	3	190.87	VIENNA	470176496	7861979
30200020010179	MOD	EC_R4P.4U-S	30221850400815	2	162	HPK	470111364	14285395
30200020010180	MOD	EC_R4P.4U-S	30221850701406	2	231	HPK	470128780	8253779
30200020010181	MOD	EC_R3P.4U	30220735003122	2	210.16	KARLSRUHE-IEKP	470390376	15987183
30200020010182	MOD	EC_R7P.4U	30221350402021	2	240.68	VIENNA	470096116	8322083
30200020010182	MOD	EC_R7P.4U	30221441900102	3	210.24	VIENNA	470096116	8322083
30200020010183	MOD	EC_R4P.4U-S	30221850200701	2	236	HPK	470096004	14024271
30200020010184	MOD	EC_R7P.4U	30221351102601	2	207	HPK	470148340	12448555
30200020010184	MOD	EC_R7P.4U	30221452103035	3	209	HPK	470148340	12448555
30200020010185	MOD	EC_R7P.4U	30221351102619	2	221	HPK	470426864	11990403
30200020010185	MOD	EC_R7P.4U	30221442600325	3	220	HPK	470426864	11990403
30200020010186	MOD	EC_R1S.6U	30220540200628	2	240	HPK	470328613	16250219
30200020010187	MOD	EC_R1S.6U	30220540400932	2	230	HPK	470311977	11793319
30200020010188	MOD	EC_R7P.4U	30221351802904	2	244	HPK	470427624	16252655
30200020010188	MOD	EC_R7P.4U	30221451102303	3	242	HPK	470427624	16252655
30200020010189	MOD	EC_R1S.6U	30220540400904	2	230	HPK	470312229	3537383
30200020010190	MOD	EC_R7P.4U	30221351102630	2	224	HPK	470328560	8060547
30200020010190	MOD	EC_R7P.4U	30221442600317	3	220	HPK	470328560	8060547
30200020010191	MOD	EC_R7P.4U	30221345201601	2	200	HPK	470148328	3669715
30200020010191	MOD	EC_R7P.4U	30221452103043	3	198	HPK	470148328	3669715
30200020010192	MOD	EC_R4P.4U-S	30221850400814	2	163	HPK	470062212	12185821
30200020010193	MOD	EC_R1S.6U	30220540200626	2	230	HPK	470049321	3538295
30200020010194	MOD	EC_R7P.4U	30221351102520	2	204	HPK	470393828	7600573
30200020010194	MOD	EC_R7P.4U	30221442600326	3	230	HPK	470393828	7600573
30200020010195	MOD	EC_R7P.4U	30221351102505	2	221	HPK	470061804	5632221
30200020010195	MOD	EC_R7P.4U	30221442600301	3	220	HPK	470061804	5632221
30200020010196	MOD	EC_R7P.4U	30221343900829	2	241.84	VIENNA	470098916	15858013
30200020010196	MOD	EC_R7P.4U	30221442600322	3	220	HPK	470098916	15858013
30200020010197	MOD	EC_R4P.4U	30220834201817	2	175.41	VIENNA	470410892	12189031
30200020010198	MOD	EC_R7P.4U	30221350402023	2	240	HPK	470098920	3864099
30200020010198	MOD	EC_R7P.4U	30221442600320	3	210	HPK	470098920	3864099
30200020010199	MOD	EC_R7P.4U	30221351102523	2	206	HPK	470131436	3863901
30200020010199	MOD	EC_R7P.4U	30221452103011	3	206	HPK	470131436	3863901
30200020010200	MOD	EC_R7P.4U	30221351803017	2	244	HPK	470427632	16645103
30200020010200	MOD	EC_R7P.4U	30221451102314	3	242	HPK	470427632	16645103
30200020010201	MOD	EC_R3P.4U	30220734802729	2	220	HPK	470389092	14087537
30200020010202	MOD	EC_R3P.4U	30220734702418	2	210.04	KARLSRUHE-IEKP	470325092	16382585
30200020010203	MOD	EC_R7P.4U	30221343900820	2	230	HPK	470329072	8124861
30200020010203	MOD	EC_R7P.4U	30221450401815	3	230	HPK	470329072	8124861
30200020010204	MOD	EC_R3P.4U	30220734802634	2	220	HPK	470423656	11664429
30200020010205	MOD	EC_R7P.4U	30221343900812	2	230	HPK	470161384	7798403
30200020010205	MOD	EC_R7P.4U	30221450401818	3	230	HPK	470161384	7798403
30200020010207	MOD	EC_R7P.4U	30221350402001	2	240	HPK	470099440	5504189
30200020010207	MOD	EC_R7P.4U	30221445201517	3	240	HPK	470099440	5504189
30200020010208	MOD	EC_R3P.4U	30220734802839	2	220	HPK	470099812	3864909
30200020010209	MOD	EC_R3P.4U	30220734802835	2	220	HPK	470098284	16381005
30200020010210	MOD	EC_R4P.4U	30220833601333	2	170	HPK	470409868	7470225
30200020010212	MOD	EC_R4P.4U-S	30221850701216	2	166	HPK	470145160	5765797
30200020010213	MOD	EC_R3P.4U	30220734802806	2	220	HPK	470393452	3407505
30200020010215	MOD	EC_R4P.4U	30220833101114	2	160	HPK	470329476	5502353
30200020010216	MOD	EC_R3P.4U	30220734802833	2	220	HPK	470098276	3929745
30200020010217	MOD	EC_R3P.4U	30220734802636	2	230	HPK	470406756	16185645
30200020010218	MOD	EC_R7P.4U	30221350402013	2	230	HPK	470329064	16184637
30200020010218	MOD	EC_R7P.4U	30221450401809	3	230	HPK	470329064	16184637
30200020010219	MOD	EC_R4P.4U	30220833601326	2	180	HPK	470311564	14284433
30200020010220	MOD	EC_R7P.4U	30221343900826	2	230	HPK	470062828	5962371
30200020010220	MOD	EC_R7P.4U	30221450401813	3	230	HPK	470062828	5962371
30200020010221	MOD	EC_R7P.4U	30221350301907	2	230	HPK	470329060	12054995
30200020010221	MOD	EC_R7P.4U	30221450401831	3	230	HPK	470329060	12054995
30200020010222	MOD	EC_R7P.4U	30221350402017	2	230	HPK	470329068	15987389
30200020010222	MOD	EC_R7P.4U	30221450401825	3	240	HPK	470329068	15987389
30200020010223	MOD	EC_R4P.4U	30220833601338	2	60	HPK	470443656	16250185
30200020010224	MOD	EC_R3P.4U	30220734802816	2	220	HPK	470393708	3798437
30200020010225	MOD	EC_R4P.4U	30220833601321	2	170	HPK	470376844	3535505
30200020010226	MOD	EC_R7P.4U	30221343600707	2	230	HPK	470163956	16447011
30200020010226	MOD	EC_R7P.4U	30221450401806	3	240	HPK	470163956	16447011
30200020010227	MOD	EC_R4P.4U	30220833101132	2	170	HPK	470067344	14088749
30200020010228	MOD	EC_R7P.4U	30221350402024	2	230	HPK	470163940	8320387
30200020010228	MOD	EC_R7P.4U	30221445201612	3	240	HPK	470163940	8320387
30200020010229	MOD	EC_R4P.4U	30220833601320	2	170	HPK	470376836	14020753
30200020010230	MOD	EC_R4P.4U	30220832801034	2	150	HPK	470067080	3929733
30200020010231	MOD	EC_R7P.4U	30221350402002	2	230	HPK	470329076	14414547
30200020010231	MOD	EC_R7P.4U	30221450401829	3	240	HPK	470329076	14414547
30200020010233	MOD	EC_R4P.4U	30220833601316	2	170	HPK	470345612	14351949
30200020010234	MOD	EC_R4P.4U	30220833101211	2	160	HPK	470410124	4128045
30200020010235	MOD	EC_R7P.4U	30221350402022	2	230	HPK	470161396	12252803
30200020010235	MOD	EC_R7P.4U	30221450401830	3	230	HPK	470161396	12252803
30200020010236	MOD	EC_R7P.4U	30221350402020	2	230	HPK	470163948	7599293
30200020010236	MOD	EC_R7P.4U	30221450401824	3	240	HPK	470163948	7599293
30200020010237	MOD	EC_R4P.4U	30220833601304	2	170	HPK	470181772	11927185
30200020010238	MOD	EC_R7P.4U	30221350402006	2	230	HPK	470051060	16249299
30200020010238	MOD	EC_R7P.4U	30221445201502	3	240	HPK	470051060	16249299
30200020010239	MOD	EC_R3P.4U	30220734802817	2	220	HPK	470393700	7469613
30200020010240	MOD	EC_R3P.4U	30220734802735	2	220	HPK	470148968	16642449
30200020010241	MOD	EC_R3P.4U	30220734702416	2	220	HPK	470325096	5896525
30200020010242	MOD	EC_R3P.4U	30220734802633	2	210	HPK	470099816	3601197
30200020010243	MOD	EC_R4P.4U	30220833601325	2	170	HPK	470311556	3273873
30200020010244	MOD	EC_R7P.4U	30221343900813	2	230	HPK	470161388	5960029
30200020010244	MOD	EC_R7P.4U	30221450401821	3	230	HPK	470161388	5960029
30200020010245	MOD	EC_R7P.4U	30221350402004	2	230	HPK	470082804	5894493
30200020010245	MOD	EC_R7P.4U	30221450401817	3	230	HPK	470082804	5894493
30200020010246	MOD	EC_R7P.4U	30221343900819	2	230	HPK	470374644	5502653
30200020010246	MOD	EC_R7P.4U	30221450401836	3	230	HPK	470374644	5502653
30200020010247	MOD	EC_R3P.4U	30220734802808	2	220	HPK	470393956	3866157
30200020010249	MOD	EC_R3P.4U	30220734802812	2	220	HPK	470373224	3406481
30200020010250	MOD	EC_R3P.4U	30220734802823	2	220	HPK	470411112	3862897
30200020010251	MOD	EC_R4P.4U-S	30221850701215	2	169	HPK	470357892	16514213
30200020010253	MOD	EC_R4P.4U-S	30221845200618	2	220	HPK	470422920	3274897
30200020010255	MOD	EC_R7P.4U	30221350402019	2	230	HPK	470165236	16710179
30200020010255	MOD	EC_R7P.4U	30221450401822	3	230	HPK	470165236	16710179
30200020010257	MOD	EC_R3P.4U	30220734802801	2	220	HPK	470046312	3404933
30200020010258	MOD	EC_R3P.4U	30220734802814	2	220	HPK	470393704	11992365
30200020010259	MOD	EC_R7P.4U	30221343900818	2	230	HPK	470358256	5632683
30200020010259	MOD	EC_R7P.4U	30221445201509	3	230	HPK	470358256	5632683
30200020010260	MOD	EC_R4P.4U	30220833601329	2	170	HPK	470164100	14285133
30200020010261	MOD	EC_R3P.4U	30220734802840	2	220	HPK	470374248	13759121
30200020010262	MOD	EC_R3P.4U	30220734702409	2	220	HPK	470324324	12251693
30200020010263	MOD	EC_R4P.4U	30220833601340	2	170	HPK	470311568	5765705
30200020010264	MOD	EC_R4P.4U-S	30221850701214	2	166	HPK	470373252	3799373
30200020010265	MOD	EC_R4P.4U	30220832801026	2	160	HPK	470148740	5896593
30200020010266	MOD	EC_R3P.4U	30220734802818	2	220	HPK	470411108	15988369
30200020010267	MOD	EC_R7P.4U	30221343600701	2	220	HPK	470373352	11990077
30200020010267	MOD	EC_R7P.4U	30221445201510	3	230	HPK	470373352	11990077
30200020010268	MOD	EC_R4P.4U	30220833101128	2	160	HPK	470443912	7795501
30200020010269	MOD	EC_R3P.4U	30220734802705	2	220	HPK	470311524	14022689
30200020010270	MOD	EC_R3P.4U	30220734802824	2	220	HPK	470411116	4062253
30200020010271	MOD	EC_R3P.4U	30220734802737	2	220	HPK	470148964	14415493
