OBJECT_ID	OBJECT	TYPE_DESCRIPTION	SENSOR	NUMBER_IN_CONTAINER	V_DEPL_V	CENTER	DET_ID	DCUID
30200020007042	MOD	OB_L12P.4D	30220453121019	2	180	HPK	436249530	5698361
30200020007043	MOD	OB_L12P.4D	30220452015014	3	231	HPK	436244726	12187469
30200020007043	MOD	OB_L12P.4D	30220453523616	2	220	HPK	436244726	12187469
30200020007047	MOD	OB_L12P.4D	30220452215716	3	186	HPK	436245686	11662819
30200020007047	MOD	OB_L12P.4D	30220452215743	2	188.44	PISA	436245686	11662819
30200020007048	MOD	OB_L12P.4U	30220444603828	2	208.91	PISA	436245586	3865219
30200020007048	MOD	OB_L12P.4U	30220444603830	3	226.27	PISA	436245586	3865219
30200020007050	MOD	OB_L12P.4D	30220453020209	3	180	HPK	436249258	7994789
30200020007050	MOD	OB_L12P.4D	30220453121010	2	190	HPK	436249258	7994789
30200020007051	MOD	OB_L12P.4D	30220452014532	2	200	HPK	436228782	7732307
30200020007051	MOD	OB_L12P.4D	30220452014627	3	196.46	PERUGIA	436228782	7732307
30200020007052	MOD	OB_L12P.4D	30220452014514	3	188.32	PERUGIA	436229398	5501987
30200020007052	MOD	OB_L12P.4D	30220452014520	2	188.93	PERUGIA	436229398	5501987
30200020007053	MOD	OB_L12P.4D	30220453020105	2	200	HPK	436245518	14154385
30200020007053	MOD	OB_L12P.4D	30220453020134	3	200	HPK	436245518	14154385
30200020007056	MOD	OB_L12P.4D	30220441700506	3	220	HPK	436233226	5372837
30200020007056	MOD	OB_L12P.4D	30220453523614	2	220	HPK	436233226	5372837
30200020007059	MOD	OB_L12P.4D	30220451209405	3	205.42	PISA	436228790	16381093
30200020007059	MOD	OB_L12P.4D	30220453523624	2	220	HPK	436228790	16381093
30200020007064	MOD	OB_L12P.4D	30220452618421	3	190	HPK	436228654	6222501
30200020007064	MOD	OB_L12P.4D	30220453020117	2	200	HPK	436228654	6222501
30200020007065	MOD	OB_L12P.4D	30220453020126	2	200	HPK	436249770	11924045
30200020007065	MOD	OB_L12P.4D	30220453020133	3	200	HPK	436249770	11924045
30200020007067	MOD	OB_L12P.4D	30220445004204	2	200	HPK	436228438	11665123
30200020007067	MOD	OB_L12P.4D	30220451209505	3	181.55	PISA	436228438	11665123
30200020007068	MOD	OB_L12P.4D	30220445104414	3	240	HPK	436229358	14022821
30200020007068	MOD	OB_L12P.4D	30220453523615	2	240	HPK	436229358	14022821
30200020007070	MOD	OB_L12P.4D	30220451209410	3	217.78	PISA	436245094	3799205
30200020007070	MOD	OB_L12P.4D	30220453523608	2	220	HPK	436245094	3799205
30200020007071	MOD	OB_L12P.4D	30220441700502	3	240	HPK	436228774	14155409
30200020007071	MOD	OB_L12P.4D	30220453523613	2	220	HPK	436228774	14155409
30200020007072	MOD	OB_L12P.4D	30220453020207	3	180	HPK	436233114	16250513
30200020007072	MOD	OB_L12P.4D	30220453121011	2	190	HPK	436233114	16250513
30200020007074	MOD	OB_L12P.4D	30220453020203	3	180	HPK	436248826	3798693
30200020007074	MOD	OB_L12P.4D	30220453020206	2	200	HPK	436248826	3798693
30200020007075	MOD	OB_L12P.4D	30220453020124	2	200	HPK	436244590	16380493
30200020007075	MOD	OB_L12P.4D	30220453020130	3	200	HPK	436244590	16380493
30200020007076	MOD	OB_L12P.4U	30220453020020	3	200	HPK	436233190	16512443
30200020007076	MOD	OB_L12P.4U	30220453221732	2	190	HPK	436233190	16512443
30200020007077	MOD	OB_L12P.4U	30220444603804	2	246.72	PISA	436245898	5370429
30200020007079	MOD	OB_L12P.4D	30220453020201	2	200	HPK	436233098	14022221
30200020007079	MOD	OB_L12P.4D	30220453020204	3	190	HPK	436233098	14022221
30200020007084	MOD	OB_L12P.4U	30220444603701	2	230.96	PISA	436245906	12515453
30200020007086	MOD	OB_L12P.4D	30220445104404	3	230	HPK	436245014	8254909
30200020007086	MOD	OB_L12P.4D	30220453724431	2	220	HPK	436245014	8254909
30200020007088	MOD	OB_L12P.4D	30220452014501	2	190.72	PERUGIA	436244710	5765667
30200020007088	MOD	OB_L12P.4D	30220452014528	3	189.66	PERUGIA	436244710	5765667
30200020007089	MOD	OB_L12P.4D	30220445104419	3	215.079	ROCHESTER	436249930	5371213
30200020007089	MOD	OB_L12P.4D	30220453724435	2	220	HPK	436249930	5371213
30200020007091	MOD	OB_L12P.4D	30220445104411	2	240	HPK	436249010	7861893
30200020007091	MOD	OB_L12P.4D	30220445104418	3	230	HPK	436249010	7861893
30200020007093	MOD	OB_L12P.4D	30220453523602	3	220	HPK	436249946	8059449
30200020007093	MOD	OB_L12P.4D	30220453523619	2	230	HPK	436249946	8059449
30200020007094	MOD	OB_L12P.4D	30220444603617	2	230.44	PISA	436229166	16252451
30200020007094	MOD	OB_L12P.4D	30220444603622	3	238.33	PISA	436229166	16252451
30200020007096	MOD	OB_L12P.4D	30220453121020	2	180	HPK	436228662	5894245
30200020007096	MOD	OB_L12P.4D	30220453121023	3	180	HPK	436228662	5894245
30200020007097	MOD	OB_L12P.4D	30220453121021	2	180	HPK	436244598	12188837
30200020007097	MOD	OB_L12P.4D	30220453121022	3	180	HPK	436244598	12188837
30200020007100	MOD	OB_L12P.4D	30220453020107	2	200	HPK	436245510	7469133
30200020007100	MOD	OB_L12P.4D	30220453020136	3	200	HPK	436245510	7469133
30200020007101	MOD	OB_L56P.6U	30220353012201	3	170	HPK	436311748	12251563
30200020007101	MOD	OB_L56P.6U	30220353012208	2	170	HPK	436311748	12251563
30200020007102	MOD	OB_L34P.4U	30220452316916	3	250	HPK	436278488	16250327
30200020007102	MOD	OB_L34P.4U	30220452316936	2	250	HPK	436278488	16250327
30200020007103	MOD	OB_L56P.6U	30220353012215	3	160	HPK	436311108	6159671
30200020007103	MOD	OB_L56P.6U	30220353012217	2	170	HPK	436311108	6159671
30200020007105	MOD	OB_L12P.4D	30220453020113	3	200	HPK	436233242	5699043
30200020007106	MOD	OB_L12P.4U	30220452919615	2	190	HPK	436232406	14021183
30200020007106	MOD	OB_L12P.4U	30220452919616	3	190	HPK	436232406	14021183
30200020007107	MOD	OB_L56P.6U	30220354513421	2	160	HPK	436310676	11989419
30200020007107	MOD	OB_L56P.6U	30220354513426	3	160	HPK	436310676	11989419
30200020007108	MOD	OB_L34P.4U	30220452316906	2	240	HPK	436282220	12517103
30200020007108	MOD	OB_L34P.4U	30220452316907	3	240	HPK	436282220	12517103
30200020007109	MOD	OB_L12P.4D	30220452115421	3	197.91	PISA	436233354	7598963
30200020007109	MOD	OB_L12P.4D	30220452215901	2	172.51	PISA	436233354	7598963
30200020007110	MOD	OB_L34P.4U	30220452014510	3	202	HPK	436261840	5700671
30200020007110	MOD	OB_L34P.4U	30220452014638	2	212	HPK	436261840	5700671
30200020007111	MOD	OB_L34P.4U	30220451814006	3	234	HPK	436283052	7992123
30200020007111	MOD	OB_L34P.4U	30220452014221	2	201.51	PERUGIA	436283052	7992123
30200020007113	MOD	OB_L12P.4U	30220444603815	3	247.98	PISA	436228650	3603939
30200020007114	MOD	OB_L12P.4U	30220451813822	2	258	HPK	436228210	6224515
30200020007114	MOD	OB_L12P.4U	30220452014611	3	259	HPK	436228210	6224515
30200020007115	MOD	OB_L34P.4U	30220452316923	2	240	HPK	436282052	11926387
30200020007115	MOD	OB_L34P.4U	30220452316926	3	240	HPK	436282052	11926387
30200020007117	MOD	OB_L12P.4D	30220452215712	2	186	HPK	436228366	4125195
30200020007117	MOD	OB_L12P.4D	30220452215723	3	177	HPK	436228366	4125195
30200020007119	MOD	OB_L12P.4U	30220452115402	2	225	HPK	436232582	16119229
30200020007119	MOD	OB_L12P.4U	30220452115403	3	225	HPK	436232582	16119229
30200020007120	MOD	OB_L12P.4U	30220444703906	2	210	HPK	436228938	12253571
30200020007120	MOD	OB_L12P.4U	30220444703907	3	210	HPK	436228938	12253571
30200020007121	MOD	OB_L34P.4U	30220452316941	2	240	HPK	436278476	12189423
30200020007121	MOD	OB_L34P.4U	30220452316942	3	240	HPK	436278476	12189423
30200020007123	MOD	OB_L56P.6U	30220353012212	3	160	HPK	436311352	16184491
30200020007123	MOD	OB_L56P.6U	30220353012216	2	160	HPK	436311352	16184491
30200020007124	MOD	OB_L56P.6U	30220354213006	2	150	HPK	436311916	4125355
30200020007124	MOD	OB_L56P.6U	30220354213007	3	150	HPK	436311916	4125355
30200020007126	MOD	OB_L12P.4U	30220451814033	3	259	HPK	436232774	4128291
30200020007126	MOD	OB_L12P.4U	30220451814040	2	258	HPK	436232774	4128291
30200020007127	MOD	OB_L56P.6U	30220354513407	2	160	HPK	436311020	16382507
30200020007127	MOD	OB_L56P.6U	30220354513416	3	160	HPK	436311020	16382507
30200020007128	MOD	OB_L34P.4U	30220452316912	2	230	HPK	436260944	7469427
30200020007128	MOD	OB_L34P.4U	30220452316931	3	250	HPK	436260944	7469427
30200020007129	MOD	OB_L34P.4U	30220452316834	2	220	HPK	436283192	6222363
30200020007129	MOD	OB_L34P.4U	30220452316835	3	220	HPK	436283192	6222363
30200020007130	MOD	OB_L12P.4U	30220452919726	2	200	HPK	436249830	4059837
30200020007130	MOD	OB_L12P.4U	30220452919730	3	200	HPK	436249830	4059837
30200020007131	MOD	OB_L34P.4U	30220452316829	3	230	HPK	436282424	15987263
30200020007131	MOD	OB_L34P.4U	30220452316837	2	220	HPK	436282424	15987263
30200020007133	MOD	OB_L12P.4D	30220452215718	2	195	HPK	436229382	12251727
30200020007133	MOD	OB_L12P.4D	30220452215741	3	192	HPK	436229382	12251727
30200020007134	MOD	OB_L56P.6U	30220353012213	3	170	HPK	436314996	14414315
30200020007134	MOD	OB_L56P.6U	30220353012214	2	160	HPK	436314996	14414315
30200020007135	MOD	OB_L12P.4U	30220444603710	2	234.26	PISA	436249398	14089699
30200020007135	MOD	OB_L12P.4U	30220444603714	3	233.08	PISA	436249398	14089699
30200020007137	MOD	OB_L12P.4U	30220444603808	2	236.4	PISA	436228858	8256291
30200020007138	MOD	OB_L12P.4D	30220451813804	3	235.47	PERUGIA	436232682	16512267
30200020007138	MOD	OB_L12P.4D	30220451813935	2	236	HPK	436232682	16512267
30200020007142	MOD	OB_L12P.4U	30220444703905	2	210	HPK	436232622	15857123
30200020007143	MOD	OB_L56P.6U	30220344908714	2	190	HPK	436294252	5373675
30200020007143	MOD	OB_L56P.6U	30220344908715	3	180	HPK	436294252	5373675
30200020007144	MOD	OB_L56P.6U	30220353012206	3	170	HPK	436311116	6029035
30200020007144	MOD	OB_L56P.6U	30220353012209	2	160	HPK	436311116	6029035
30200020007146	MOD	OB_L56P.6U	30220353012416	3	180	HPK	436316208	12187199
30200020007146	MOD	OB_L56P.6U	30220353012417	2	180	HPK	436316208	12187199
30200020007147	MOD	OB_L34P.4U	30220452316905	2	230	HPK	436282212	14612923
30200020007147	MOD	OB_L34P.4U	30220452316910	3	230	HPK	436282212	14612923
30200020007148	MOD	OB_L12P.4U	30220451813835	3	261	HPK	436233222	11924829
30200020007148	MOD	OB_L12P.4U	30220451814027	2	261	HPK	436233222	11924829
30200020007149	MOD	OB_L34P.4U	30220451813944	2	231	HPK	436261136	6224699
30200020007149	MOD	OB_L34P.4U	30220452014210	3	230	HPK	436261136	6224699
30200020007150	MOD	OB_L34P.4U	30220451814009	3	234.19	PERUGIA	436261132	8057355
30200020007150	MOD	OB_L34P.4U	30220452014522	2	203	HPK	436261132	8057355
30200020007151	MOD	OB_L12P.4D	30220451814010	2	130	HPK	436233210	3798205
30200020007151	MOD	OB_L12P.4D	30220451814019	3	121	HPK	436233210	3798205
30200020007152	MOD	OB_L56P.6U	30220354913611	3	210	HPK	436295544	14417643
30200020007152	MOD	OB_L56P.6U	30220354913615	2	200	HPK	436295544	14417643
30200020007153	MOD	OB_L12P.4D	30220452215904	2	181.59	PISA	436244950	14152419
30200020007153	MOD	OB_L12P.4D	30220452215920	3	187.05	PISA	436244950	14152419
30200020007154	MOD	OB_L12P.4U	30220444603705	2	228.77	PISA	436232726	16382813
30200020007155	MOD	OB_L12P.4D	30220445004207	3	182.481	ROCHESTER	436245638	3537021
30200020007155	MOD	OB_L12P.4D	30220451512107	2	187.39	PISA	436245638	3537021
30200020007156	MOD	OB_L12P.4D	30220451814001	2	236	HPK	436245766	11662563
30200020007156	MOD	OB_L12P.4D	30220451814023	3	236	HPK	436245766	11662563
30200020007157	MOD	OB_L56P.6U	30220354513428	2	160	HPK	436311560	15989291
30200020007157	MOD	OB_L56P.6U	30220354513434	3	160	HPK	436311560	15989291
30200020007158	MOD	OB_L12P.4D	30220451813926	2	189.11	PERUGIA	436229134	6224115
30200020007158	MOD	OB_L12P.4D	30220451813933	3	183.6	PERUGIA	436229134	6224115
30200020007159	MOD	OB_L12P.4U	30220452115413	2	221	HPK	436249798	12187579
30200020007159	MOD	OB_L12P.4U	30220452115424	3	224	HPK	436249798	12187579
30200020007160	MOD	OB_L56P.6U	30220353012410	3	170	HPK	436315152	14154219
30200020007160	MOD	OB_L56P.6U	30220353012412	2	160	HPK	436315152	14154219
30200020007161	MOD	OB_L12P.4U	30220452919624	3	180	HPK	436248806	14348855
30200020007161	MOD	OB_L12P.4U	30220452919734	2	200	HPK	436248806	14348855
30200020007162	MOD	OB_L34P.4U	30220452316609	2	190	HPK	436261036	8125799
30200020007162	MOD	OB_L34P.4U	30220452316610	3	190	HPK	436261036	8125799
30200020007163	MOD	OB_L34P.4U	30220452316736	3	210	HPK	436282408	5896431
30200020007163	MOD	OB_L34P.4U	30220452316930	2	230	HPK	436282408	5896431
30200020007164	MOD	OB_L12P.4U	30220451814007	2	261	HPK	436233238	5632701
30200020007164	MOD	OB_L12P.4U	30220451814035	3	260	HPK	436233238	5632701
30200020007165	MOD	OB_L12P.4U	30220451814008	3	258	HPK	436245106	4062397
30200020007165	MOD	OB_L12P.4U	30220452014603	2	258	HPK	436245106	4062397
30200020007166	MOD	OB_L56P.6U	30220354513432	2	160	HPK	436311432	15856189
30200020007166	MOD	OB_L56P.6U	30220354513436	3	160	HPK	436311432	15856189
30200020007167	MOD	OB_L12P.4D	30220451814014	2	239.58	PERUGIA	436245782	16118717
30200020007167	MOD	OB_L12P.4D	30220452014219	3	239	HPK	436245782	16118717
30200020007168	MOD	OB_L12P.4D	30220451813930	3	191.11	PERUGIA	436228358	16184291
30200020007168	MOD	OB_L12P.4D	30220451813941	2	195.35	PERUGIA	436228358	16184291
30200020007169	MOD	OB_L12P.4D	30220452115412	3	200	HPK	436229390	8319459
30200020007169	MOD	OB_L12P.4D	30220452215726	2	165.49	PISA	436229390	8319459
30200020007170	MOD	OB_L34P.4U	30220452316741	3	210	HPK	436261332	7729395
30200020007170	MOD	OB_L34P.4U	30220452316944	2	230	HPK	436261332	7729395
30200020007171	MOD	OB_L56P.6U	30220353112501	3	200	HPK	436298156	3538607
30200020007171	MOD	OB_L56P.6U	30220353112505	2	190	HPK	436298156	3538607
30200020007172	MOD	OB_L12P.4U	30220453120916	3	200	HPK	436228906	3406619
30200020007174	MOD	OB_L12P.4D	30220452215722	2	175	HPK	436245446	14417187
30200020007174	MOD	OB_L12P.4D	30220452215734	3	176	HPK	436245446	14417187
30200020007175	MOD	OB_L56P.6U	30220353012227	2	170	HPK	436314232	3536299
30200020007175	MOD	OB_L56P.6U	30220353012230	3	170	HPK	436314232	3536299
30200020007176	MOD	OB_L34P.4U	30220452316822	3	230	HPK	436283172	4125547
30200020007176	MOD	OB_L34P.4U	30220452316839	2	220	HPK	436283172	4125547
30200020007177	MOD	OB_L12P.4D	30220452215701	3	182.6	PISA	436244654	6159037
30200020007177	MOD	OB_L12P.4D	30220452215717	2	180	HPK	436244654	6159037
30200020007180	MOD	OB_L12P.4D	30220451813904	2	244	HPK	436233202	16514571
30200020007180	MOD	OB_L12P.4D	30220451814037	3	239.96	PERUGIA	436233202	16514571
30200020007182	MOD	OB_L56P.6U	30220353012411	3	180	HPK	436311340	5763563
30200020007182	MOD	OB_L56P.6U	30220353012418	2	180	HPK	436311340	5763563
30200020007183	MOD	OB_L12P.4U	30220451814021	2	265	HPK	436249382	4062909
30200020007183	MOD	OB_L12P.4U	30220452014639	3	222	HPK	436249382	4062909
30200020007184	MOD	OB_L12P.4D	30220452115411	2	199	HPK	436232410	13760651
30200020007184	MOD	OB_L12P.4D	30220452215715	3	173	HPK	436232410	13760651
30200020007185	MOD	OB_L34P.4U	30220452316924	2	210	HPK	436260948	12189143
30200020007185	MOD	OB_L34P.4U	30220452316927	3	210	HPK	436260948	12189143
30200020007186	MOD	OB_L12P.4D	30220451813907	2	246	HPK	436245774	14545853
30200020007186	MOD	OB_L12P.4D	30220452014614	3	245	HPK	436245774	14545853
30200020007188	MOD	OB_L12P.4D	30220445004206	2	172.316	ROCHESTER	436229126	14414347
30200020007188	MOD	OB_L12P.4D	30220451512109	3	190.46	PISA	436229126	14414347
30200020007189	MOD	OB_L34P.4U	30220452316801	3	210	HPK	436266388	11663499
30200020007189	MOD	OB_L34P.4U	30220452316914	2	230	HPK	436266388	11663499
30200020007190	MOD	OB_L12P.4D	30220452215709	2	182	HPK	436228902	16249099
30200020007190	MOD	OB_L12P.4D	30220452215729	3	179	HPK	436228902	16249099
30200020007191	MOD	OB_L56P.6U	30220353012402	3	180	HPK	436294244	14023343
30200020007191	MOD	OB_L56P.6U	30220353112506	2	200	HPK	436294244	14023343
30200020007192	MOD	OB_L34P.4U	30220452316903	3	240	HPK	436278404	12056251
30200020007192	MOD	OB_L34P.4U	30220452316920	2	240	HPK	436278404	12056251
30200020007193	MOD	OB_L12P.4D	30220452215711	2	179	HPK	436228686	3537597
30200020007193	MOD	OB_L12P.4D	30220452215732	3	185	HPK	436228686	3537597
30200020007196	MOD	OB_L12P.4U	30220451813828	2	260	HPK	436245882	12513667
30200020007196	MOD	OB_L12P.4U	30220451814013	3	260	HPK	436245882	12513667
30200020007197	MOD	OB_L34P.4U	30220452316928	2	240	HPK	436266416	12320495
30200020007197	MOD	OB_L34P.4U	30220452316932	3	240	HPK	436266416	12320495
30200020007198	MOD	OB_L12P.4D	30220451814024	3	237	HPK	436249690	7468771
30200020007198	MOD	OB_L12P.4D	30220451814041	2	237.15	PERUGIA	436249690	7468771
30200020007199	MOD	OB_L56P.6U	30220354313227	3	160	HPK	436311032	6160061
30200020007199	MOD	OB_L56P.6U	30220354513433	2	160	HPK	436311032	6160061
30200020007200	MOD	OB_L12P.4U	30220452215912	3	211	HPK	436228370	8321315
30200020007200	MOD	OB_L12P.4U	30220452215919	2	210	HPK	436228370	8321315
30200020007201	MOD	OB_L12P.4U	30220453724731	2	214.46	PERUGIA	436245306	14416343
30200020007201	MOD	OB_L12P.4U	30220453724734	3	210	HPK	436245306	14416343
30200020007202	MOD	OB_L12P.4U	30220452015006	2	245	HPK	436232694	8320131
30200020007202	MOD	OB_L12P.4U	30220452115431	3	217	HPK	436232694	8320131
30200020007203	MOD	OB_L34P.4U	30220452819215	3	220	HPK	436261716	3798843
30200020007203	MOD	OB_L34P.4U	30220452819218	2	220	HPK	436261716	3798843
30200020007204	MOD	OB_L12P.4U	30220454024907	2	210	HPK	436249614	14286391
30200020007204	MOD	OB_L12P.4U	30220454024908	3	210	HPK	436249614	14286391
30200020007205	MOD	OB_L12P.4U	30220452919938	2	210	HPK	436245330	13761079
30200020007205	MOD	OB_L12P.4U	30220452919939	3	210	HPK	436245330	13761079
30200020007206	MOD	OB_L34P.4U	30220451511421	2	213	HPK	436262092	12057047
30200020007206	MOD	OB_L34P.4U	30220451511430	3	211	HPK	436262092	12057047
30200020007207	MOD	OB_L12P.4U	30220452015035	3	268	HPK	436249670	14089763
30200020007207	MOD	OB_L12P.4U	30220452015038	2	258	HPK	436249670	14089763
30200020007208	MOD	OB_L34P.4U	30220451612624	2	206	HPK	436282312	5502007
30200020007208	MOD	OB_L34P.4U	30220451612633	3	206	HPK	436282312	5502007
30200020007209	MOD	OB_L34P.4U	30220451511424	2	229	HPK	436278388	7467503
30200020007209	MOD	OB_L34P.4U	30220451511426	3	224	HPK	436278388	7467503
30200020007210	MOD	OB_L34P.4U	30220451511409	3	214	HPK	436282696	11991375
30200020007210	MOD	OB_L34P.4U	30220451511431	2	213	HPK	436282696	11991375
30200020007211	MOD	OB_L12P.4D	30220452015030	3	256	HPK	436233450	5373411
30200020007211	MOD	OB_L12P.4D	30220452115433	2	208	HPK	436233450	5373411
30200020007212	MOD	OB_L12P.4U	30220452115422	2	226	HPK	436249806	6159709
30200020007212	MOD	OB_L12P.4U	30220452115429	3	228	HPK	436249806	6159709
30200020007213	MOD	OB_L34P.4U	30220452316521	2	210	HPK	436277360	4060059
30200020007213	MOD	OB_L34P.4U	30220452316825	3	240	HPK	436277360	4060059
30200020007214	MOD	OB_L12P.4U	30220452919631	2	180	HPK	436233110	8253963
30200020007214	MOD	OB_L12P.4U	30220452919708	3	200	HPK	436233110	8253963
30200020007215	MOD	OB_L34P.4U	30220452819209	2	210	HPK	436277396	7993831
30200020007215	MOD	OB_L34P.4U	30220452819217	3	210	HPK	436277396	7993831
30200020007216	MOD	OB_L12P.4U	30220452919904	2	210	HPK	436245298	5697899
30200020007216	MOD	OB_L12P.4U	30220452919919	3	210.88	PERUGIA	436245298	5697899
30200020007217	MOD	OB_L34P.4U	30220452618804	2	210	HPK	436283180	12055911
30200020007217	MOD	OB_L34P.4U	30220452618812	3	210	HPK	436283180	12055911
30200020007218	MOD	OB_L34P.4U	30220451511401	3	203	HPK	436282680	5897327
30200020007218	MOD	OB_L34P.4U	30220451511413	2	208	HPK	436282680	5897327
30200020007219	MOD	OB_L34P.4U	30220452618808	2	210	HPK	436278700	16447819
30200020007219	MOD	OB_L34P.4U	30220452618817	3	210	HPK	436278700	16447819
30200020007220	MOD	OB_L34P.4U	30220452316901	3	250	HPK	436266412	7732851
30200020007220	MOD	OB_L34P.4U	30220452316935	2	210	HPK	436266412	7732851
30200020007221	MOD	OB_L12P.4U	30220452919918	2	210	HPK	436232782	3798247
30200020007221	MOD	OB_L12P.4U	30220452919924	3	210	HPK	436232782	3798247
30200020007222	MOD	OB_L12P.4U	30220452015003	3	237	HPK	436232598	6225187
30200020007222	MOD	OB_L12P.4U	30220452015015	2	235	HPK	436232598	6225187
30200020007223	MOD	OB_L12P.4U	30220454024917	2	210	HPK	436228778	4059959
30200020007223	MOD	OB_L12P.4U	30220454024929	3	210	HPK	436228778	4059959
30200020007224	MOD	OB_L34P.4U	30220452819224	2	210	HPK	436281876	11794619
30200020007224	MOD	OB_L34P.4U	30220452819225	3	210	HPK	436281876	11794619
30200020007225	MOD	OB_L34P.4U	30220453121433	3	210	HPK	436262456	14021479
30200020007225	MOD	OB_L34P.4U	30220453121507	2	230	HPK	436262456	14021479
30200020007226	MOD	OB_L34P.4U	30220451612613	2	211	HPK	436278604	14416183
30200020007226	MOD	OB_L34P.4U	30220451612629	3	224	HPK	436278604	14416183
30200020007227	MOD	OB_L12P.4U	30220452115414	3	218	HPK	436250022	12514851
30200020007227	MOD	OB_L12P.4U	30220452115426	2	218	HPK	436250022	12514851
30200020007228	MOD	OB_L12P.4U	30220452919912	2	220	HPK	436232534	5502015
30200020007228	MOD	OB_L12P.4U	30220452919915	3	210	HPK	436232534	5502015
30200020007229	MOD	OB_L34P.4U	30220453121504	2	220	HPK	436261732	3929423
30200020007229	MOD	OB_L34P.4U	30220453121519	3	220	HPK	436261732	3929423
30200020007230	MOD	OB_L34P.4U	30220452819203	3	210	HPK	436283176	5698623
30200020007230	MOD	OB_L34P.4U	30220452819211	2	220	HPK	436283176	5698623
30200020007232	MOD	OB_L12P.4D	30220452015022	3	209.3	PISA	436245134	14282877
30200020007232	MOD	OB_L12P.4D	30220452215736	2	208	HPK	436245134	14282877
30200020007233	MOD	OB_L34P.4U	30220451411107	3	231	HPK	436278472	12514619
30200020007233	MOD	OB_L34P.4U	30220451411111	2	221	HPK	436278472	12514619
30200020007234	MOD	OB_L34P.4U	30220452317017	3	230	HPK	436265940	16120635
30200020007234	MOD	OB_L34P.4U	30220452317028	2	230	HPK	436265940	16120635
30200020007235	MOD	OB_L34P.4U	30220451612501	3	201	HPK	436278836	6026607
30200020007235	MOD	OB_L34P.4U	30220451612502	2	214	HPK	436278836	6026607
30200020007236	MOD	OB_L12P.4U	30220452919611	2	180	HPK	436233094	7467891
30200020007236	MOD	OB_L12P.4U	30220452919627	3	190	HPK	436233094	7467891
30200020007237	MOD	OB_L34P.4U	30220452819201	3	210	HPK	436283184	5501803
30200020007237	MOD	OB_L34P.4U	30220452819206	2	210	HPK	436283184	5501803
30200020007238	MOD	OB_L12P.4U	30220454024921	2	210	HPK	436249366	14286027
30200020007238	MOD	OB_L12P.4U	30220454024923	3	210	HPK	436249366	14286027
30200020007239	MOD	OB_L34P.4U	30220452316828	2	230	HPK	436283188	14610791
30200020007239	MOD	OB_L34P.4U	30220452316830	3	230	HPK	436283188	14610791
30200020007240	MOD	OB_L34P.4U	30220452316831	3	230	HPK	436277356	13892923
30200020007240	MOD	OB_L34P.4U	30220452316840	2	230	HPK	436277356	13892923
30200020007241	MOD	OB_L34P.4U	30220451511504	3	242	HPK	436278840	13761575
30200020007241	MOD	OB_L34P.4U	30220451511613	2	245	HPK	436278840	13761575
30200020007242	MOD	OB_L34P.4U	30220452316526	3	210	HPK	436279128	5763699
30200020007242	MOD	OB_L34P.4U	30220452316528	2	210	HPK	436279128	5763699
30200020007243	MOD	OB_L34P.4U	30220452316823	2	230	HPK	436281392	3669607
30200020007243	MOD	OB_L34P.4U	30220452316824	3	230	HPK	436281392	3669607
30200020007244	MOD	OB_L34P.4U	30220453121435	2	210	HPK	436278116	16710991
30200020007244	MOD	OB_L34P.4U	30220453121437	3	215.33	PISA	436278116	16710991
30200020007245	MOD	OB_L34P.4U	30220453121427	2	206.18	PISA	436265684	5502651
30200020007245	MOD	OB_L34P.4U	30220453121432	3	210	HPK	436265684	5502651
30200020007246	MOD	OB_L34P.4U	30220451511402	2	216	HPK	436278516	16642623
30200020007246	MOD	OB_L34P.4U	30220451511415	3	217	HPK	436278516	16642623
30200020007247	MOD	OB_L34P.4U	30220451511404	3	201	HPK	436282316	5373431
30200020007247	MOD	OB_L34P.4U	30220451511405	2	203	HPK	436282316	5373431
30200020007248	MOD	OB_L34P.4U	30220453121438	3	230	HPK	436265932	13891899
30200020007248	MOD	OB_L34P.4U	30220453121510	2	220	HPK	436265932	13891899
30200020007249	MOD	OB_L34P.4U	30220451511423	2	247	HPK	436281380	4061519
30200020007249	MOD	OB_L34P.4U	30220451511427	3	252	HPK	436281380	4061519
30200020007250	MOD	OB_L12P.4U	30220452015001	2	247	HPK	436232686	5371619
30200020007250	MOD	OB_L12P.4U	30220452015013	3	247	HPK	436232686	5371619
30200020007251	MOD	OB_L12P.4U	30220452015002	2	210	HPK	436232590	3864963
30200020007251	MOD	OB_L12P.4U	30220452015012	3	213.1	PISA	436232590	3864963
30200020007252	MOD	OB_L12P.4U	30220454024915	3	214.98	PERUGIA	436228890	16645351
30200020007252	MOD	OB_L12P.4U	30220454024930	2	220	HPK	436228890	16645351
30200020007253	MOD	OB_L34P.4U	30220452819227	2	210	HPK	436281512	14023483
30200020007253	MOD	OB_L34P.4U	30220452819229	3	210	HPK	436281512	14023483
30200020007254	MOD	OB_L34P.4U	30220452316529	2	210	HPK	436281764	16186087
30200020007254	MOD	OB_L34P.4U	30220452316535	3	210	HPK	436281764	16186087
30200020007255	MOD	OB_L34P.4U	30220451511406	2	209	HPK	436282672	14089627
30200020007255	MOD	OB_L34P.4U	30220451511412	3	210	HPK	436282672	14089627
30200020007256	MOD	OB_L12P.4U	30220454024922	2	220	HPK	436245290	12450619
30200020007256	MOD	OB_L12P.4U	30220454024925	3	220	HPK	436245290	12450619
