OBJECT_ID	OBJECT	TYPE_DESCRIPTION	SENSOR	NUMBER_IN_CONTAINER	V_DEPL_V	CENTER	DET_ID	DCUID
30200020005995	MOD	OB_L56P.6U	30220343404229	2	220	HPK	436315620	3275439
30200020005996	MOD	OB_L12P.4D	30220451612803	2	188	HPK	436244646	5895357
30200020005996	MOD	OB_L12P.4D	30220451612831	3	189	HPK	436244646	5895357
30200020005997	MOD	OB_L12P.4D	30220450205701	3	198.41	PISA	436245670	8058195
30200020005997	MOD	OB_L12P.4D	30220450205709	2	200	HPK	436245670	8058195
30200020005998	MOD	OB_L12P.4D	30220451612804	3	193	HPK	436249594	7797219
30200020005998	MOD	OB_L12P.4D	30220451612805	2	193	HPK	436249594	7797219
30200020005999	MOD	OB_L56P.6U	30220344107101	2	230	HPK	436299604	16642503
30200020005999	MOD	OB_L56P.6U	30220344207317	3	210	HPK	436299604	16642503
30200020006000	MOD	OB_L12P.4U	30220451813809	2	273	HPK	436245866	7797795
30200020006000	MOD	OB_L12P.4U	30220451813830	3	263	HPK	436245866	7797795
30200020006001	MOD	OB_L34P.4U	30220452618611	3	189.35	PERUGIA	436279180	13891179
30200020006001	MOD	OB_L34P.4U	30220452618707	2	190	HPK	436279180	13891179
30200020006002	MOD	OB_L56P.6U	30220345109427	2	191.155	ROCHESTER	436314392	16513451
30200020006002	MOD	OB_L56P.6U	30220350910304	3	194	HPK	436314392	16513451
30200020006003	MOD	OB_L56P.6U	30220350409812	3	208.55	PERUGIA	436295312	14612911
30200020006003	MOD	OB_L56P.6U	30220350409813	2	218.81	PERUGIA	436295312	14612911
30200020006004	MOD	OB_L56P.6U	30220353012329	2	170	HPK	436298200	16644779
30200020006004	MOD	OB_L56P.6U	30220353012330	3	160	HPK	436298200	16644779
30200020006005	MOD	OB_L56P.6U	30220350910215	3	228	HPK	436299460	14088879
30200020006005	MOD	OB_L56P.6U	30220350910218	2	219	HPK	436299460	14088879
30200020006006	MOD	OB_L56P.6U	30220351010809	3	212	HPK	436293680	14414507
30200020006006	MOD	OB_L56P.6U	30220351010815	2	218	HPK	436293680	14414507
30200020006007	MOD	OB_L56P.6U	30220351511314	3	214	HPK	436310372	5698103
30200020006007	MOD	OB_L56P.6U	30220351511325	2	181.797	ROCHESTER	436310372	5698103
30200020006008	MOD	OB_L56P.6U	30220353012422	2	176.55	PERUGIA	436298168	5895229
30200020006008	MOD	OB_L56P.6U	30220353012437	3	185.58	PERUGIA	436298168	5895229
30200020006009	MOD	OB_L56P.6U	30220351010813	2	208	HPK	436293668	11794859
30200020006009	MOD	OB_L56P.6U	30220351010816	3	203	HPK	436293668	11794859
30200020006010	MOD	OB_L56P.6U	30220350409804	3	201.92	PERUGIA	436310516	12448063
30200020006010	MOD	OB_L56P.6U	30220350409807	2	204.12	PERUGIA	436310516	12448063
30200020006011	MOD	OB_L34P.4U	30220445004211	2	210	HPK	436282700	3799869
30200020006011	MOD	OB_L34P.4U	30220445004213	3	210	HPK	436282700	3799869
30200020006012	MOD	OB_L56P.6U	30220353012403	3	180	HPK	436311372	12188733
30200020006012	MOD	OB_L56P.6U	30220353012406	2	180	HPK	436311372	12188733
30200020006013	MOD	OB_L56P.6U	30220350509923	2	203.42	PERUGIA	436310480	5765439
30200020006013	MOD	OB_L56P.6U	30220350509924	3	212.27	PERUGIA	436310480	5765439
30200020006014	MOD	OB_L56P.6U	30220350910301	2	199	HPK	436316324	7730667
30200020006014	MOD	OB_L56P.6U	30220350910303	3	196	HPK	436316324	7730667
30200020006015	MOD	OB_L56P.6U	30220351511324	2	224	HPK	436314804	3537351
30200020006015	MOD	OB_L56P.6U	30220351511329	3	191	HPK	436314804	3537351
30200020006016	MOD	OB_L34P.4U	30220452618402	3	200	HPK	436260940	14613531
30200020006016	MOD	OB_L34P.4U	30220452618428	2	200	HPK	436260940	14613531
30200020006017	MOD	OB_L56P.6U	30220351511228	2	177.032	ROCHESTER	436315188	5963499
30200020006017	MOD	OB_L56P.6U	30220351511301	3	193	HPK	436315188	5963499
30200020006018	MOD	OB_L56P.6U	30220353012401	2	190	HPK	436311464	11664573
30200020006018	MOD	OB_L56P.6U	30220353012408	3	190	HPK	436311464	11664573
30200020006019	MOD	OB_L56P.6U	30220353012341	2	180	HPK	436293932	3800811
30200020006019	MOD	OB_L56P.6U	30220353112512	3	200	HPK	436293932	3800811
30200020006020	MOD	OB_L56P.6U	30220350910226	2	244	HPK	436314548	14024231
30200020006020	MOD	OB_L56P.6U	30220350910305	3	175.689	ROCHESTER	436314548	14024231
30200020006021	MOD	OB_L56P.6U	30220353112533	3	190	HPK	436297972	3535403
30200020006021	MOD	OB_L56P.6U	30220353112536	2	190	HPK	436297972	3535403
30200020006022	MOD	OB_L56P.6U	30220351010909	2	222	HPK	436315764	6225067
30200020006022	MOD	OB_L56P.6U	30220351010912	3	226	HPK	436315764	6225067
30200020006023	MOD	OB_L56P.6U	30220353012336	2	160	HPK	436298180	3799613
30200020006023	MOD	OB_L56P.6U	30220353112543	3	200	HPK	436298180	3799613
30200020006024	MOD	OB_L56P.6U	30220353012335	2	160	HPK	436310884	8059435
30200020006024	MOD	OB_L56P.6U	30220353012405	3	153.11	PERUGIA	436310884	8059435
30200020006025	MOD	OB_L56P.6U	30220350910309	3	202	HPK	436297912	6223423
30200020006025	MOD	OB_L56P.6U	30220350910312	2	203	HPK	436297912	6223423
30200020006026	MOD	OB_L34P.4U	30220452618321	3	190	HPK	436282836	3273791
30200020006026	MOD	OB_L34P.4U	30220452618322	2	190	HPK	436282836	3273791
30200020006027	MOD	OB_L56P.6U	30220351511326	2	226	HPK	436310612	13759151
30200020006027	MOD	OB_L56P.6U	30220351511328	3	213	HPK	436310612	13759151
30200020006028	MOD	OB_L56P.6U	30220351511219	3	184	HPK	436299508	11924907
30200020006028	MOD	OB_L56P.6U	30220351511225	2	166	HPK	436299508	11924907
30200020006029	MOD	OB_L56P.6U	30220351010903	3	203	HPK	436294224	3407275
30200020006029	MOD	OB_L56P.6U	30220351010904	2	218	HPK	436294224	3407275
30200020006030	MOD	OB_L56P.6U	30220351010927	3	205	HPK	436299340	12514493
30200020006030	MOD	OB_L56P.6U	30220351010929	2	202	HPK	436299340	12514493
30200020006031	MOD	OB_L34P.4U	30220441901020	3	149.84	PERUGIA	436265624	3798815
30200020006031	MOD	OB_L34P.4U	30220441901024	2	180.19	PERUGIA	436265624	3798815
30200020006032	MOD	OB_L56P.6U	30220351511312	2	188	HPK	436314796	5897671
30200020006032	MOD	OB_L56P.6U	30220351511313	3	197	HPK	436314796	5897671
30200020006033	MOD	OB_L34P.4U	30220445004129	3	220	HPK	436282664	7795133
30200020006033	MOD	OB_L34P.4U	30220445004203	2	210	HPK	436282664	7795133
30200020006034	MOD	OB_L56P.6U	30220353012339	2	160	HPK	436311348	12189227
30200020006034	MOD	OB_L56P.6U	30220353012340	3	170	HPK	436311348	12189227
30200020006035	MOD	OB_L56P.6U	30220350409803	2	210.22	PERUGIA	436293844	3404407
30200020006035	MOD	OB_L56P.6U	30220350910320	3	202	HPK	436293844	3404407
30200020006036	MOD	OB_L56P.6U	30220350910308	3	204	HPK	436298136	6026743
30200020006036	MOD	OB_L56P.6U	30220350910310	2	203	HPK	436298136	6026743
30200020006037	MOD	OB_L34P.4U	30220445104302	2	220	HPK	436277904	11664829
30200020006037	MOD	OB_L34P.4U	30220445104304	3	220	HPK	436277904	11664829
30200020006038	MOD	OB_L56P.6U	30220351511223	2	195	HPK	436314456	14154183
30200020006038	MOD	OB_L56P.6U	30220351511224	3	179	HPK	436314456	14154183
30200020006039	MOD	OB_L56P.6U	30220351010913	3	197	HPK	436299748	16448171
30200020006039	MOD	OB_L56P.6U	30220351010914	2	197	HPK	436299748	16448171
30200020006040	MOD	OB_L56P.6U	30220350509917	2	221.34	PERUGIA	436314544	3273391
30200020006040	MOD	OB_L56P.6U	30220350509918	3	235.25	PERUGIA	436314544	3273391
30200020006041	MOD	OB_L34P.4U	30220445104301	3	220	HPK	436279088	11925843
30200020006041	MOD	OB_L34P.4U	30220445104305	2	214.391	ROCHESTER	436279088	11925843
30200020006042	MOD	OB_L56P.6U	30220350910225	2	238	HPK	436294740	4061911
30200020006042	MOD	OB_L56P.6U	30220350910307	3	207	HPK	436294740	4061911
30200020006044	MOD	OB_L56P.6U	30220353012404	3	170	HPK	436298768	7467965
30200020006044	MOD	OB_L56P.6U	30220353012407	2	170	HPK	436298768	7467965
30200020006045	MOD	OB_L56P.6U	30220350509914	3	217.95	PERUGIA	436314608	3404907
30200020006045	MOD	OB_L56P.6U	30220350509915	2	206.55	PERUGIA	436314608	3404907
30200020006048	MOD	OB_L56P.6U	30220350910224	3	235	HPK	436314244	7601863
30200020006048	MOD	OB_L56P.6U	30220350910227	2	229	HPK	436314244	7601863
30200020006049	MOD	OB_L56P.6U	30220350910216	2	187.637	ROCHESTER	436314664	11926363
30200020006049	MOD	OB_L56P.6U	30220350910217	3	220	HPK	436314664	11926363
30200020006050	MOD	OB_L56P.6U	30220351010919	3	206	HPK	436299352	5370539
30200020006050	MOD	OB_L56P.6U	30220351010921	2	206	HPK	436299352	5370539
30200020006051	MOD	OB_L56P.6U	30220350409816	2	206.9	PERUGIA	436315052	6156887
30200020006051	MOD	OB_L56P.6U	30220350409821	3	207.23	PERUGIA	436315052	6156887
30200020006052	MOD	OB_L56P.6U	30220350910201	3	202.266	ROCHESTER	436316136	3800239
30200020006052	MOD	OB_L56P.6U	30220350910202	2	227	HPK	436316136	3800239
30200020006053	MOD	OB_L56P.6U	30220351010811	2	206.04	PISA	436294212	6027819
30200020006053	MOD	OB_L56P.6U	30220351010814	3	217	HPK	436294212	6027819
30200020006054	MOD	OB_L34P.4U	30220452316909	2	240	HPK	436277292	6028351
30200020006054	MOD	OB_L34P.4U	30220452316911	3	240	HPK	436277292	6028351
30200020006055	MOD	OB_L56P.6U	30220350509916	3	202.39	PERUGIA	436316140	5632107
30200020006055	MOD	OB_L56P.6U	30220350509920	2	202.34	PERUGIA	436316140	5632107
30200020006056	MOD	OB_L56P.6U	30220351511220	3	182	HPK	436310596	14023851
30200020006056	MOD	OB_L56P.6U	30220351511222	2	188	HPK	436310596	14023851
30200020006057	MOD	OB_L56P.6U	30220350409808	3	205.93	PERUGIA	436315268	14547631
30200020006057	MOD	OB_L56P.6U	30220350409810	2	202.91	PERUGIA	436315268	14547631
30200020006058	MOD	OB_L56P.6U	30220350409817	2	206.73	PERUGIA	436298128	5896759
30200020006058	MOD	OB_L56P.6U	30220350409822	3	201.37	PERUGIA	436298128	5896759
30200020006059	MOD	OB_L34P.4U	30220452618336	2	190	HPK	436265832	7729597
30200020006059	MOD	OB_L34P.4U	30220452618337	3	190	HPK	436265832	7729597
30200020006060	MOD	OB_L34P.4U	30220445104306	3	220	HPK	436282232	14611133
30200020006060	MOD	OB_L34P.4U	30220445104307	2	230	HPK	436282232	14611133
30200020006061	MOD	OB_L56P.6U	30220353012327	2	180	HPK	436299148	5632283
30200020006061	MOD	OB_L56P.6U	30220353012328	3	160	HPK	436299148	5632283
30200020006062	MOD	OB_L56P.6U	30220353012325	3	170	HPK	436310412	7467307
30200020006062	MOD	OB_L56P.6U	30220353012337	2	100	HPK	436310412	7467307
30200020006064	MOD	OB_L56P.6U	30220351010905	3	203	HPK	436294216	15859115
30200020006064	MOD	OB_L56P.6U	30220351010908	2	218	HPK	436294216	15859115
30200020006065	MOD	OB_L34P.4U	30220452618407	2	190	HPK	436278436	5502311
30200020006065	MOD	OB_L34P.4U	30220452618408	3	190	HPK	436278436	5502311
30200020006066	MOD	OB_L56P.6U	30220351010907	2	208.82	PISA	436310384	3668459
30200020006066	MOD	OB_L56P.6U	30220351010910	3	205	HPK	436310384	3668459
30200020006067	MOD	OB_L56P.6U	30220353112516	2	200	HPK	436310424	3273917
30200020006067	MOD	OB_L56P.6U	30220353112518	3	190	HPK	436310424	3273917
30200020006068	MOD	OB_L56P.6U	30220353112508	2	200	HPK	436298196	4062891
30200020006068	MOD	OB_L56P.6U	30220353112510	3	200	HPK	436298196	4062891
30200020006069	MOD	OB_L56P.6U	30220351010915	3	211	HPK	436299752	11794987
30200020006069	MOD	OB_L56P.6U	30220351010917	2	206	HPK	436299752	11794987
30200020006070	MOD	OB_L56P.6U	30220353112509	3	200	HPK	436316216	12057131
30200020006070	MOD	OB_L56P.6U	30220353112531	2	200	HPK	436316216	12057131
30200020006072	MOD	OB_L56P.6U	30220353012331	2	170	HPK	436298188	8257195
30200020006072	MOD	OB_L56P.6U	30220353012332	3	170	HPK	436298188	8257195
30200020006073	MOD	OB_L56P.6U	30220353112541	3	200	HPK	436298192	5634219
30200020006073	MOD	OB_L56P.6U	30220353112542	2	190	HPK	436298192	5634219
30200020006074	MOD	OB_L56P.6U	30220351010916	3	198	HPK	436315768	14024107
30200020006074	MOD	OB_L56P.6U	30220351010918	2	206	HPK	436315768	14024107
30200020006076	MOD	OB_L56P.6U	30220353012333	2	160	HPK	436311924	12449259
30200020006076	MOD	OB_L56P.6U	30220353012338	3	160	HPK	436311924	12449259
30200020006078	MOD	OB_L56P.6U	30220353112519	3	200	HPK	436298820	16185987
30200020006078	MOD	OB_L56P.6U	30220353112539	2	200	HPK	436298820	16185987
30200020006080	MOD	OB_L56P.6U	30220351511318	3	215	HPK	436314540	3600815
30200020006080	MOD	OB_L56P.6U	30220351511320	2	204	HPK	436314540	3600815
30200020006081	MOD	OB_L56P.6U	30220353012322	3	170	HPK	436316012	8319467
30200020006081	MOD	OB_L56P.6U	30220353012323	2	170	HPK	436316012	8319467
30200020006082	MOD	OB_L34P.4U	30220452316937	3	240	HPK	436266404	14546955
30200020006082	MOD	OB_L34P.4U	30220452316938	2	240	HPK	436266404	14546955
30200020006083	MOD	OB_L56P.6U	30220351511315	3	173.358	ROCHESTER	436314504	5503239
30200020006083	MOD	OB_L56P.6U	30220351511316	2	194	HPK	436314504	5503239
30200020006084	MOD	OB_L34P.4U	30220452618312	2	190	HPK	436265828	14613795
30200020006084	MOD	OB_L34P.4U	30220452618313	3	190	HPK	436265828	14613795
30200020006085	MOD	OB_L56P.6U	30220351010818	3	203	HPK	436293672	16185835
30200020006085	MOD	OB_L56P.6U	30220351010819	2	213	HPK	436293672	16185835
30200020006086	MOD	OB_L56P.6U	30220353012320	2	180	HPK	436298184	5635755
30200020006086	MOD	OB_L56P.6U	30220353012326	3	160	HPK	436298184	5635755
30200020006087	MOD	OB_L34P.4U	30220445004135	2	230	HPK	436261720	7992381
30200020006087	MOD	OB_L34P.4U	30220445004216	3	210	HPK	436261720	7992381
30200020006088	MOD	OB_L56P.6U	30220350509911	2	206.76	PERUGIA	436310484	13759663
30200020006088	MOD	OB_L56P.6U	30220350509912	3	228.46	PERUGIA	436310484	13759663
30200020006089	MOD	OB_L56P.6U	30220350910213	3	219	HPK	436294744	3406767
30200020006089	MOD	OB_L56P.6U	30220350910214	2	224	HPK	436294744	3406767
30200020006090	MOD	OB_L56P.6U	30220351010802	3	221	HPK	436293684	7469245
30200020006090	MOD	OB_L56P.6U	30220351010806	2	213	HPK	436293684	7469245
30200020006091	MOD	OB_L56P.6U	30220351511309	2	192	HPK	436295460	6223399
30200020006091	MOD	OB_L56P.6U	30220351511310	3	188	HPK	436295460	6223399
30200020006092	MOD	OB_L34P.4U	30220452316904	3	230	HPK	436278412	16118587
30200020006092	MOD	OB_L34P.4U	30220452316940	2	240	HPK	436278412	16118587
30200020006093	MOD	OB_L56P.6U	30220350910302	3	199	HPK	436314500	12251627
30200020006093	MOD	OB_L56P.6U	30220351511327	2	222	HPK	436314500	12251627
30200020006094	MOD	OB_L34P.4U	30220452316934	2	240	HPK	436265672	7795645
30200020006094	MOD	OB_L34P.4U	30220452316939	3	240	HPK	436265672	7795645
30200020006095	MOD	OB_L56P.6U	30220351511302	3	201	HPK	436316196	6223415
30200020006095	MOD	OB_L56P.6U	30220351511317	2	207	HPK	436316196	6223415
30200020006096	MOD	OB_L56P.6U	30220350409814	2	216.53	PERUGIA	436315496	11923803
30200020006096	MOD	OB_L56P.6U	30220350409819	3	204.09	PERUGIA	436315496	11923803
30200020006097	MOD	OB_L34P.4U	30220452618310	3	200	HPK	436278088	3276147
30200020006097	MOD	OB_L34P.4U	30220452618332	2	200	HPK	436278088	3276147
30200020006098	MOD	OB_L56P.6U	30220350910316	2	196	HPK	436294700	14021035
30200020006098	MOD	OB_L56P.6U	30220351511227	3	176	HPK	436294700	14021035
30200020006099	MOD	OB_L56P.6U	30220351010804	3	204	HPK	436310380	11927019
30200020006099	MOD	OB_L56P.6U	30220351010808	2	208	HPK	436310380	11927019
30200020006100	MOD	OB_L56P.6U	30220350910203	3	222	HPK	436314596	14545559
30200020006100	MOD	OB_L56P.6U	30220350910205	2	232	HPK	436314596	14545559
30200020006101	MOD	OB_L34P.4U	30220451208926	2	199.88	PERUGIA	436282644	4062747
30200020006101	MOD	OB_L34P.4U	30220451208932	3	199.64	PERUGIA	436282644	4062747
30200020006102	MOD	OB_L34P.4U	30220451209217	3	234.48	PERUGIA	436281720	3404827
30200020006102	MOD	OB_L34P.4U	30220451209220	2	231	PERUGIA	436281720	3404827
30200020006103	MOD	OB_L34P.4U	30220443602732	2	170	HPK	436266316	12515707
30200020006103	MOD	OB_L34P.4U	30220443602844	3	180	HPK	436266316	12515707
30200020006104	MOD	OB_L34P.4U	30220443602825	3	156.548	ROCHESTER	436278872	3800219
30200020006104	MOD	OB_L34P.4U	30220443602833	2	180	HPK	436278872	3800219
30200020006105	MOD	OB_L56P.6U	30220350409801	3	190.4	PERUGIA	436314884	14545435
30200020006105	MOD	OB_L56P.6U	30220350409820	2	196.09	PERUGIA	436314884	14545435
30200020006106	MOD	OB_L34P.4U	30220443602836	3	180	HPK	436277484	14023963
30200020006106	MOD	OB_L34P.4U	30220443602839	2	180	HPK	436277484	14023963
30200020006107	MOD	OB_L34P.4U	30220443602726	3	170	HPK	436278580	16250119
30200020006107	MOD	OB_L34P.4U	30220443602729	2	170	HPK	436278580	16250119
30200020006108	MOD	OB_L34P.4U	30220451209121	2	195	HPK	436277412	6159575
30200020006108	MOD	OB_L34P.4U	30220451209205	3	197.92	PERUGIA	436277412	6159575
30200020006109	MOD	OB_L34P.4U	30220443602818	2	180	HPK	436277812	14283719
30200020006109	MOD	OB_L34P.4U	30220443602823	3	170	HPK	436277812	14283719
30200020006110	MOD	OB_L34P.4U	30220444703911	2	179.1	PISA	436278448	3407063
30200020006110	MOD	OB_L34P.4U	30220444703912	3	200	HPK	436278448	3407063
30200020006111	MOD	OB_L56P.6U	30220344708614	3	220	HPK	436315508	5633371
30200020006111	MOD	OB_L56P.6U	30220344708616	2	230	HPK	436315508	5633371
30200020006112	MOD	OB_L34P.4U	30220443602730	2	160.678	ROCHESTER	436277900	8321403
30200020006112	MOD	OB_L34P.4U	30220443602731	3	170	HPK	436277900	8321403
30200020006113	MOD	OB_L56P.6U	30220351511304	3	195	HPK	436310632	7600619
30200020006113	MOD	OB_L56P.6U	30220351511305	2	166.702	ROCHESTER	436310632	7600619
30200020006114	MOD	OB_L34P.4U	30220451209104	3	193	HPK	436266200	4062651
30200020006114	MOD	OB_L34P.4U	30220451209108	2	169.71	PERUGIA	436266200	4062651
30200020006115	MOD	OB_L56P.6U	30220342802922	2	200	HPK	436299376	3404591
30200020006115	MOD	OB_L56P.6U	30220343203904	3	179.87	PISA	436299376	3404591
30200020006116	MOD	OB_L34P.4U	30220451209129	3	193	HPK	436282636	5633791
30200020006116	MOD	OB_L34P.4U	30220451209135	2	173.95	PERUGIA	436282636	5633791
30200020006117	MOD	OB_L34P.4U	30220443602814	2	200	HPK	436282832	3535007
30200020006117	MOD	OB_L34P.4U	30220443602815	3	180	HPK	436282832	3535007
30200020006118	MOD	OB_L34P.4U	30220443602835	3	170	HPK	436261288	8254395
30200020006118	MOD	OB_L34P.4U	30220443602838	2	180	HPK	436261288	8254395
30200020006119	MOD	OB_L34P.4U	30220451209120	2	175.29	PERUGIA	436266324	7731579
30200020006119	MOD	OB_L34P.4U	30220451209133	3	192	HPK	436266324	7731579
30200020006120	MOD	OB_L56P.6U	30220350910311	2	200	HPK	436311084	3275307
30200020006120	MOD	OB_L56P.6U	30220350910313	3	197	HPK	436311084	3275307
30200020006121	MOD	OB_L34P.4U	30220451209004	2	204.08	PERUGIA	436265744	14283807
30200020006121	MOD	OB_L34P.4U	30220451209005	3	205.95	PERUGIA	436265744	14283807
30200020006122	MOD	OB_L34P.4U	30220451208917	3	198.4	PERUGIA	436261548	3538075
30200020006122	MOD	OB_L34P.4U	30220451208922	2	198.18	PERUGIA	436261548	3538075
30200020006123	MOD	OB_L34P.4U	30220444704033	2	179.56	PISA	436278444	13891615
30200020006123	MOD	OB_L34P.4U	30220444704034	3	181.37	PISA	436278444	13891615
30200020006124	MOD	OB_L56P.6U	30220350910207	3	220	HPK	436312024	14611863
30200020006124	MOD	OB_L56P.6U	30220350910208	2	253	HPK	436312024	14611863
30200020006126	MOD	OB_L34P.4U	30220451208901	3	187.16	PERUGIA	436278324	11662251
30200020006126	MOD	OB_L34P.4U	30220451208908	2	188.75	PERUGIA	436278324	11662251
30200020006127	MOD	OB_L34P.4U	30220451208924	2	199.88	PERUGIA	436277480	12514247
30200020006127	MOD	OB_L34P.4U	30220451208930	3	199.98	PERUGIA	436277480	12514247
30200020006128	MOD	OB_L34P.4U	30220443602834	3	156.361	ROCHESTER	436261172	12189115
30200020006128	MOD	OB_L34P.4U	30220443602837	2	180	HPK	436261172	12189115
30200020006129	MOD	OB_L34P.4U	30220443602807	2	170	HPK	436260920	11664315
30200020006129	MOD	OB_L34P.4U	30220443602809	3	190	HPK	436260920	11664315
30200020006130	MOD	OB_L34P.4U	30220443602842	2	180	HPK	436265124	5372671
30200020006130	MOD	OB_L34P.4U	30220443602843	3	180	HPK	436265124	5372671
30200020006131	MOD	OB_L34P.4U	30220451209209	2	190.34	PERUGIA	436262484	14612535
30200020006131	MOD	OB_L34P.4U	30220451209229	3	189.98	PERUGIA	436262484	14612535
30200020006132	MOD	OB_L56P.6U	30220344708513	3	190	HPK	436310872	14285743
30200020006132	MOD	OB_L56P.6U	30220344708515	2	190	HPK	436310872	14285743
30200020006133	MOD	OB_L34P.4U	30220443602826	2	170	HPK	436278888	14284219
30200020006133	MOD	OB_L34P.4U	30220443602828	3	180	HPK	436278888	14284219
30200020006134	MOD	OB_L34P.4U	30220451208915	2	198.6	PERUGIA	436261304	8256727
30200020006134	MOD	OB_L34P.4U	30220451208933	3	196.14	PERUGIA	436261304	8256727
30200020006135	MOD	OB_L56P.6U	30220351511202	2	225	HPK	436310932	11662827
30200020006135	MOD	OB_L56P.6U	30220351511204	3	211.436	ROCHESTER	436310932	11662827
30200020006136	MOD	OB_L34P.4U	30220451209225	3	241	HPK	436278408	8123835
30200020006136	MOD	OB_L34P.4U	30220451209234	2	232	HPK	436278408	8123835
30200020006137	MOD	OB_L56P.6U	30220350509906	2	241.15	PERUGIA	436315064	3535303
30200020006137	MOD	OB_L56P.6U	30220350509907	3	231.83	PERUGIA	436315064	3535303
30200020006138	MOD	OB_L34P.4U	30220444703908	2	190	HPK	436277892	15989531
30200020006138	MOD	OB_L34P.4U	30220444703913	3	200	HPK	436277892	15989531
30200020006139	MOD	OB_L34P.4U	30220451209019	2	239	HPK	436261680	8124699
30200020006139	MOD	OB_L34P.4U	30220451209031	3	234	HPK	436261680	8124699
30200020006140	MOD	OB_L34P.4U	30220443602840	2	180	HPK	436278904	16185047
30200020006140	MOD	OB_L34P.4U	30220443602841	3	180	HPK	436278904	16185047
30200020006141	MOD	OB_L34P.4U	30220443602819	2	170	HPK	436281708	16513287
30200020006141	MOD	OB_L34P.4U	30220443602824	3	180	HPK	436281708	16513287
30200020006142	MOD	OB_L34P.4U	30220451209026	2	220.19	PERUGIA	436277388	3275999
30200020006142	MOD	OB_L34P.4U	30220451209208	3	229.97	PERUGIA	436277388	3275999
30200020006143	MOD	OB_L34P.4U	30220451209101	3	200	HPK	436266192	8254167
30200020006143	MOD	OB_L34P.4U	30220451209102	2	189.49	PERUGIA	436266192	8254167
30200020006144	MOD	OB_L34P.4U	30220443602705	3	180	HPK	436266384	3928583
30200020006144	MOD	OB_L34P.4U	30220443602708	2	155.707	ROCHESTER	436266384	3928583
30200020006145	MOD	OB_L34P.4U	30220443602811	3	180	HPK	436266028	4062175
30200020006145	MOD	OB_L34P.4U	30220443602816	2	160	HPK	436266028	4062175
30200020006146	MOD	OB_L34P.4U	30220444603603	3	198.22	PISA	436266196	6222551
30200020006146	MOD	OB_L34P.4U	30220444603604	2	198.57	PISA	436266196	6222551
30200020006147	MOD	OB_L56P.6U	30220344708517	3	190	HPK	436315020	3929775
30200020006147	MOD	OB_L56P.6U	30220344708520	2	180	HPK	436315020	3929775
30200020006148	MOD	OB_L34P.4U	30220445004131	2	200	HPK	436278936	5373143
30200020006148	MOD	OB_L34P.4U	30220445004208	3	190	HPK	436278936	5373143
30200020006149	MOD	OB_L56P.6U	30220351511306	2	192	HPK	436314508	11926187
30200020006149	MOD	OB_L56P.6U	30220351511307	3	185	HPK	436314508	11926187
30200020006150	MOD	OB_L56P.6U	30220350409802	3	196.66	PERUGIA	436294696	3863983
30200020006150	MOD	OB_L56P.6U	30220350409824	2	189.27	PERUGIA	436294696	3863983
30200020006151	MOD	OB_L34P.4U	30220445004106	3	200	HPK	436265804	11792975
30200020006151	MOD	OB_L34P.4U	30220445004109	2	200	HPK	436265804	11792975
30200020006152	MOD	OB_L34P.4U	30220444603601	2	189.52	PISA	436278916	7862535
30200020006152	MOD	OB_L34P.4U	30220444703902	3	200	HPK	436278916	7862535
30200020006153	MOD	OB_L34P.4U	30220445004220	3	180	HPK	436278856	16120535
30200020006153	MOD	OB_L34P.4U	30220445004221	2	180	HPK	436278856	16120535
30200020006154	MOD	OB_L34P.4U	30220451108819	2	195	PERUGIA	436262476	3799007
30200020006154	MOD	OB_L34P.4U	30220451208904	3	182.85	PERUGIA	436262476	3799007
30200020006155	MOD	OB_L34P.4U	30220443602703	2	170	HPK	436277876	16250375
30200020006155	MOD	OB_L34P.4U	30220443602713	3	180	HPK	436277876	16250375
30200020006156	MOD	OB_L56P.6U	30220344708516	3	186.51	PISA	436314828	12513627
30200020006156	MOD	OB_L56P.6U	30220344708518	2	190	HPK	436314828	12513627
30200020006157	MOD	OB_L34P.4U	30220443602803	3	180	HPK	436278540	13759419
30200020006157	MOD	OB_L34P.4U	30220443602804	2	180	HPK	436278540	13759419
30200020006158	MOD	OB_L34P.4U	30220443602727	3	170	HPK	436282840	11990407
30200020006158	MOD	OB_L34P.4U	30220443602829	2	170	HPK	436282840	11990407
30200020006159	MOD	OB_L34P.4U	30220443602808	3	180	HPK	436282824	4125983
30200020006159	MOD	OB_L34P.4U	30220443602810	2	161.753	ROCHESTER	436282824	4125983
30200020006160	MOD	OB_L34P.4U	30220443602711	3	180	HPK	436266380	3276063
30200020006160	MOD	OB_L34P.4U	30220443602714	2	180	HPK	436266380	3276063
30200020006161	MOD	OB_L56P.6U	30220350409818	2	185.91	PERUGIA	436314372	3666375
30200020006161	MOD	OB_L56P.6U	30220350409826	3	130.99	PERUGIA	436314372	3666375
30200020006162	MOD	OB_L56P.6U	30220350509908	2	218.54	PERUGIA	436314708	7467867
30200020006162	MOD	OB_L56P.6U	30220350509909	3	243.95	PERUGIA	436314708	7467867
30200020006163	MOD	OB_L34P.4U	30220451209110	2	178.92	PERUGIA	436266180	8059259
30200020006163	MOD	OB_L34P.4U	30220451209118	3	187.36	PERUGIA	436266180	8059259
30200020006164	MOD	OB_L34P.4U	30220451209119	2	222	HPK	436282072	3929351
