TIBminus_2_2_2_3/channel003,"369137797,369137801,369137805"
TIBminus_2_2_2_3/channel002,"369137798,369137802,369137806"
TECminus_6_6_4_2_3/channel002,"470128356,470128360,470128364,470128368,470128372"
TOBplus_3_3_2_7/channel002,"436266244,436266252,436266260"
TOBplus_4_1_2_8/channel000,"436282020,436282024,436282028,436282032,436282036,436282040"
TOBplus_3_3_2_7/channel003,"436266248,436266256,436266264"
TOBplus_2_1_2_2/channel002,"436248773,436248774,436248781,436248782,436248789,436248790"
TOBplus_2_1_2_2/channel003,"436248777,436248778,436248785,436248786,436248793,436248794"
TECminus_4_2_4_2_1/channel003,"470062149,470062150"
TECminus_4_2_4_2_1/channel002,"470062117,470062118"
TECminus_8_1_2_2_1/channel002,"470046757,470046758"
TECminus_8_1_2_2_1/channel003,"470046789,470046790"
TIBplus_1_1_2_2/channel003,"369125413,369125417,369125421"
TIBplus_1_1_2_2/channel002,"369125414,369125418,369125422"
TECplus_7_9_4_2_3/channel002,"470439908,470439912,470439916,470439920,470439924"
TECplus_7_9_4_2_3/channel003,"470439845,470439846,470439849,470439850,470439853,470439854"
TOBminus_1_1_1_1/channel002,"436228357,436228358,436228365,436228366,436228373,436228374"
TOBminus_1_1_1_1/channel003,"436228361,436228362,436228369,436228370,436228377,436228378"
TOBplus_4_2_3_5/channel003,"436282632,436282640,436282648"
TOBplus_4_2_3_5/channel002,"436282628,436282636,436282644"
TOBminus_3_1_3_8/channel003,"436261096,436261104,436261112"
TOBminus_3_1_3_8/channel002,"436261092,436261100,436261108"
TECplus_1_2_4_2_1/channel003,"470323525,470323526"
TECplus_1_2_4_2_1/channel002,"470323493,470323494"
TOBminus_3_2_2_8/channel003,"436261608,436261616,436261624"
TOBminus_3_2_2_8/channel002,"436261604,436261612,436261620"
TECminus_1_2_4_2_3/channel002,"470061540,470061544,470061548,470061552,470061556"
TECminus_1_2_4_2_3/channel003,"470061477,470061478,470061481,470061482,470061485,470061486"
TECminus_7_2_4_2_3/channel002,"470063076,470063080,470063084,470063088,470063092"
TOBplus_4_3_1_3/channel002,"436282820,436282828,436282836"
TOBplus_4_3_1_3/channel003,"436282824,436282832,436282840"
TOBminus_5_4_1_1/channel003,"436295592,436295600,436295608"
TOBminus_5_4_1_1/channel002,"436295588,436295596,436295604"
TECminus_8_4_4_2_2/channel002,"470096068,470096072,470096076"
TECminus_8_4_4_2_2/channel003,"470095972,470095976,470096004,470096008,470096012"
TIBminus_1_6_2_4/channel003,"369121749,369121753,369121757"
TIBminus_1_6_2_4/channel002,"369121750,369121754,369121758"
TOBminus_1_3_2_4/channel002,"436228997,436228998,436229005,436229006,436229013,436229014"
TOBminus_1_3_2_4/channel003,"436229001,436229002,436229009,436229010,436229017,436229018"
TIBplus_4_3_1_3/channel002,"369174772,369174776,369174780,369174788,369174792,369174796"
TIBplus_4_3_1_3/channel003,"369174804,369174808,369174812"
TECplus_3_4_3_1_3/channel003,"470361060,470361064,470361068,470361072,470361076"
TIBplus_2_5_1_2/channel003,"369141045,369141049,369141053"
TIBplus_2_5_1_2/channel002,"369141046,369141050,369141054"
TECplus_3_4_3_1_3/channel002,"470360997,470360998,470361001,470361002"
TOBminus_3_1_1_7/channel002,"436262372,436262380,436262388"
TOBminus_3_1_1_7/channel003,"436262376,436262384,436262392"
TIDplus_1_1_2_3/channel002,"402672774,402672778,402672818"
TIDplus_1_1_2_3/channel003,"402672773,402672777,402672817"
TOBminus_4_1_1_4/channel002,"436277540,436277548,436277556"
TOBminus_1_3_2_2/channel002,"436229061,436229062,436229069,436229070,436229077,436229078"
TOBminus_1_3_2_2/channel003,"436229065,436229066,436229073,436229074,436229081,436229082"
TIBplus_2_8_2_3/channel002,"369142342,369142346,369142350"
TIBplus_2_8_2_3/channel003,"369142341,369142345,369142349"
TIBplus_1_4_1_1/channel002,"369124582,369124586,369124590"
TIBplus_1_4_1_1/channel003,"369124581,369124585,369124589"
TECplus_2_4_4_2_1/channel003,"470356549,470356550"
TIDplus_4_2_2_3/channel002,"402674842,402674846,402674850"
TIDplus_4_2_2_3/channel003,"402674841,402674845,402674849"
TIDminus_2_1_1_4/channel002,"402664090,402664094,402664098"
TIDminus_2_1_1_4/channel003,"402664089,402664093,402664097"
TECminus_2_1_2_2_1/channel002,"470045221,470045222"
TECminus_2_1_2_2_1/channel003,"470045253,470045254"
TECminus_8_6_4_2_2/channel002,"470128836,470128840,470128844"
TIBminus_2_3_2_1/channel002,"369137846,369137850,369137854"
TIBplus_3_2_1_1/channel003,"369157252,369157256,369157260,369157284,369157292"
TIBplus_3_2_1_1/channel000,"369157288,369157304"
TECminus_8_6_4_2_2/channel003,"470128740,470128744,470128772,470128776,470128780"
TECminus_6_9_3_1_2/channel003,"470181764,470181768,470181772,470181776"
TECminus_6_9_3_1_2/channel002,"470181828,470181832,470181836,470181840"
TOBminus_6_4_2_9/channel002,"436312132,436312140,436312148"
TECplus_2_7_1_1_3/channel000,470409898
TECplus_2_7_1_1_3/channel003,"470409956,470409960,470409964,470409968,470409972"
TECplus_2_7_1_1_3/channel002,"470409893,470409894,470409897"
TIBplus_4_5_1_4/channel003,"369175092,369175096,369175100"
TIBplus_4_5_1_4/channel002,"369175060,369175064,369175068,369175076,369175080,369175084"
TOBplus_6_1_1_7/channel002,"436316484,436316492,436316500"
TOBplus_6_1_1_7/channel003,"436316488,436316496,436316504"
TOBminus_5_4_2_1/channel002,"436293764,436293772,436293780"
TECplus_8_1_2_2_2/channel002,"470309060,470309064,470309068"
TECminus_1_3_2_2_3/channel003,"470077861,470077862,470077865,470077866,470077869,470077870"
TECminus_8_9_4_2_2/channel003,"470177924,470177928,470177932"
TOBminus_5_4_2_1/channel003,"436293768,436293776,436293784"
TECminus_1_1_1_1_1/channel002,"470049317,470049318,470049321,470049322"
TIBplus_2_1_2_2/channel002,"369141798,369141802,369141806"
TIBplus_2_1_2_2/channel003,"369141797,369141801,369141805"
TIBplus_3_3_1_1/channel003,"369157412,369157416,369157420"
TIBplus_1_5_1_3/channel003,"369124677,369124681,369124685"
TIBplus_1_5_1_3/channel002,"369124678,369124682,369124686"
TECminus_8_1_2_2_3/channel002,"470046948,470046952,470046956,470046960,470046964"
TIBplus_3_3_1_1/channel002,"369157380,369157384,369157388,369157396,369157400,369157404"
TOBminus_5_4_1_3/channel000,"436295528,436295536,436295544"
TOBminus_5_4_1_3/channel002,"436295524,436295532,436295540"
TIBplus_2_8_2_1/channel002,"369142310,369142314,369142318"
TIBplus_2_8_2_1/channel003,"369142309,369142313,369142317"
TECminus_7_5_2_2_2/channel003,"470112100,470112104,470112132,470112136,470112140"
TOBminus_2_3_2_6/channel003,"436245577,436245578,436245585,436245586,436245593,436245594"
TOBminus_2_3_2_6/channel002,"436245573,436245574,436245581,436245582,436245589,436245590"
TECplus_7_1_2_2_2/channel003,"470308708,470308712,470308740,470308744,470308748"
TECplus_7_1_2_2_2/channel002,"470308804,470308808,470308812"
TECplus_7_5_2_2_2/channel003,"470374244,470374248,470374276,470374280,470374284"
TOBminus_5_4_1_8/channel002,"436295364,436295372,436295380"
TOBminus_5_4_1_8/channel003,"436295368,436295376,436295384"
TECplus_8_8_4_2_2/channel002,"470423748,470423752,470423756"
TECplus_3_8_3_1_2/channel003,"470426468,470426472,470426476,470426500,470426504,470426508,470426512"
TOBplus_1_1_1_1/channel003,"436232457,436232458,436232465,436232466,436232473,436232474"
TOBplus_1_1_1_1/channel002,"436232453,436232454,436232461,436232462,436232469,436232470"
TOBminus_1_2_2_2/channel003,"436228681,436228682,436228689,436228690,436228697,436228698"
TOBminus_1_2_2_2/channel002,"436228677,436228678,436228685,436228686,436228693,436228694"
TECplus_7_5_2_2_2/channel002,"470374340,470374344,470374348"
TECminus_8_4_4_2_3/channel003,"470096037,470096038,470096041,470096042,470096045,470096046"
TECminus_8_4_4_2_3/channel002,"470096100,470096104,470096108,470096112,470096116"
TOBminus_3_1_3_6/channel003,"436261160,436261168,436261176"
TOBminus_3_1_3_6/channel002,"436261156,436261164,436261172"
TECminus_3_7_1_1_3/channel003,"470148324,470148328,470148332,470148336,470148340"
TECminus_3_7_1_1_3/channel002,"470148261,470148262,470148265,470148266"
TECminus_4_4_4_2_2/channel002,"470095044,470095048,470095052"
TECminus_4_4_4_2_2/channel003,"470094948,470094952,470094980,470094984,470094988"
TOBminus_5_4_1_5/channel002,"436295460,436295468,436295476"
TECplus_7_2_3_1_2/channel003,"470329188,470329192,470329196,470329220,470329224,470329228,470329232"
TIBminus_1_5_2_2/channel002,"369121638,369121642,369121646"
TIBminus_1_5_2_2/channel003,"369121637,369121641,369121645"
TIBminus_3_5_1_1/channel002,"369153524,369153528,369153532,369153540,369153544,369153548"
TIBminus_3_5_1_1/channel003,"369153508,369153512,369153516,369153556,369153560,369153564"
TOBminus_4_3_3_1/channel003,"436279112,436279120,436279128"
TOBminus_4_3_3_1/channel002,"436279108,436279116,436279124"
TOBminus_3_1_2_7/channel003,"436262600,436262608,436262616"
TOBminus_3_1_2_7/channel002,"436262596,436262604,436262612"
TOBplus_3_3_2_4/channel003,"436266344,436266352,436266360"
TOBplus_3_3_2_4/channel002,"436266340,436266348,436266356"
TOBminus_4_3_1_4/channel002,"436278756,436278764,436278772"
TOBplus_4_1_2_1/channel000,"436281796,436281800,436281804,436281808,436281812,436281816"
TIBminus_2_2_1_3/channel002,"369136774,369136778,369136782"
TIBminus_2_2_1_3/channel003,"369136773,369136777,369136781"
TIBminus_2_1_2_1/channel002,"369137686,369137690,369137694"
TIBminus_2_1_2_1/channel003,"369137685,369137689,369137693"
TIBminus_4_4_1_4/channel003,"369170852,369170856,369170860,369170884,369170888,369170892"
TIBminus_2_6_2_4/channel003,"369138117,369138121,369138125"
TOBplus_4_2_3_2/channel002,"436282532,436282540,436282548"
TOBplus_4_2_3_2/channel003,"436282536,436282544,436282552"
TIBplus_2_7_2_1/channel003,"369142245,369142249,369142253"
TECplus_2_5_2_2_1/channel003,"470372933,470372934"
TOBminus_5_1_2_2/channel002,"436294212,436294220,436294228"
TIBplus_2_7_2_1/channel002,"369142246,369142250,369142254"
TIBminus_2_8_1_4/channel003,"369137173,369137177,369137181"
TIBminus_2_8_1_4/channel002,"369137174,369137178,369137182"
TECminus_8_7_1_1_3/channel002,"470147493,470147494,470147497,470147498"
TECplus_4_5_1_1_1/channel003,"470377541,470377542,470377545,470377546"
TOBminus_6_4_2_7/channel003,"436312072,436312080,436312088"
TOBminus_6_4_2_7/channel002,"436312068,436312076,436312084"
TOBminus_4_2_3_1/channel002,"436278404,436278412,436278420"
TECminus_7_3_1_1_2/channel002,"470083780,470083784,470083788,470083792"
TECminus_7_3_1_1_2/channel003,"470083684,470083688,470083692,470083716,470083720,470083724,470083728"
TOBminus_4_1_1_2/channel002,"436277476,436277484,436277492"
TOBminus_4_1_1_2/channel003,"436277480,436277488,436277496"
TOBminus_4_2_3_1/channel003,"436278408,436278416,436278424"
TOBminus_1_3_1_3/channel002,"436228901,436228902,436228909,436228910,436228917,436228918"
TOBminus_1_3_1_3/channel003,"436228905,436228906,436228913,436228914,436228921,436228922"
TECminus_3_2_4_2_3/channel002,"470062052,470062056,470062060,470062064,470062068"
TECminus_3_2_4_2_3/channel003,"470061989,470061990,470061993,470061994,470061997,470061998"
TECplus_3_2_3_1_1/channel003,"470328133,470328134,470328137,470328138"
TECplus_3_2_3_1_1/channel002,"470328101,470328102,470328105,470328106"
TECminus_7_1_2_2_3/channel003,"470046629,470046630,470046633,470046634,470046637,470046638"
TECminus_7_1_2_2_3/channel002,"470046692,470046696,470046700,470046704,470046708"
TOBminus_5_1_2_4/channel002,"436294148,436294156,436294164"
TOBminus_5_1_2_4/channel003,"436294152,436294160,436294168"
TECplus_7_4_4_2_3/channel002,"470357988,470357992,470357996,470358000,470358004"
TOBminus_4_1_1_4/channel003,"436277544,436277552,436277560"
TECminus_4_9_4_2_3/channel002,"470176996,470177000,470177004,470177008,470177012"
TECplus_6_6_4_2_2/channel003,"470390372,470390376,470390404,470390408,470390412"
TECplus_6_6_4_2_2/channel002,"470390468,470390472,470390476"
TOBplus_2_4_2_4/channel003,"436249993,436249994,436250001,436250002,436250009,436250010"
TOBplus_2_4_2_4/channel002,"436249989,436249990,436249997,436249998,436250005,436250006"
TOBplus_2_3_2_2/channel000,436249558
TIBplus_4_7_1_4/channel002,"369175284,369175288,369175292,369175300,369175304,369175308"
TOBplus_2_3_2_2/channel002,"436249541,436249542,436249549,436249550,436249557"
TOBplus_2_3_2_2/channel003,"436249545,436249546,436249553,436249554,436249561,436249562"
TOBplus_5_2_1_3/channel002,"436298564,436298572,436298580"
TOBplus_5_2_1_3/channel003,"436298568,436298576,436298584"
TECplus_1_3_2_2_2/channel003,"470339940,470339944,470339972,470339976,470339980"
TECplus_1_3_2_2_2/channel002,"470340036,470340040,470340044"
TOBminus_4_2_1_6/channel003,"436278120,436278128,436278136"
TOBminus_4_2_1_6/channel002,"436278116,436278124,436278132"
TECplus_1_8_4_2_2/channel003,"470421860,470421864,470421892,470421896,470421900"
TECminus_1_6_4_2_1/channel003,"470126917,470126918"
TECplus_2_3_1_1_1/channel002,"470344229,470344230,470344233,470344234"
TIBplus_2_3_1_1/channel002,"369140902,369140906,369140910"
TIBplus_2_3_1_1/channel003,"369140901,369140905,369140909"
TECplus_7_8_4_2_2/channel002,"470423492,470423496,470423500"
TECplus_6_7_1_1_2/channel002,"470410948,470410952,470410956,470410960"
TOBminus_2_3_2_7/channel002,"436245605,436245606,436245613,436245614,436245621,436245622"
TOBminus_2_3_2_7/channel003,"436245609,436245610,436245617,436245618,436245625,436245626"
TECplus_6_7_1_1_2/channel003,"470410852,470410856,470410860,470410884,470410888,470410892,470410896"
TECplus_1_5_2_2_3/channel002,"470372836,470372840,470372844,470372848,470372852"
TECplus_1_5_2_2_3/channel003,"470372773,470372774,470372777,470372778,470372781,470372782"
TOBplus_5_4_2_1/channel003,"436297864,436297872,436297880"
TOBplus_5_4_2_1/channel002,"436297860,436297868,436297876"
TIBplus_1_2_2_5/channel003,"369125541,369125545,369125549"
TIBplus_1_2_2_5/channel002,"369125542,369125546,369125550"
TOBminus_5_1_2_10/channel002,"436293956,436293964,436293972"
TOBminus_5_1_2_10/channel003,"436293960,436293968,436293976"
TIDminus_5_3_2_1/channel003,"402668805,402668809,402668849"
TIDminus_5_3_2_1/channel002,"402668806,402668810,402668850"
TECplus_7_8_4_2_2/channel003,"470423396,470423400,470423428,470423432,470423436"
TECplus_6_9_4_2_3/channel002,"470439652,470439656,470439660,470439664,470439668"
TECminus_3_9_4_2_2/channel002,"470176708,470176712,470176716"
TECplus_3_1_2_2_2/channel003,"470307684,470307688,470307716,470307720,470307724"
TECplus_3_1_2_2_2/channel002,"470307780,470307784,470307788"
TECminus_3_4_3_1_3/channel002,"470099109,470099110,470099113,470099114"
TECminus_3_4_3_1_3/channel003,"470099172,470099176,470099180,470099184,470099188"
TIDminus_2_1_2_3/channel002,"402664582,402664622,402664626"
TIBplus_4_8_1_4/channel003,"369175416,369175420,369175428,369175432,369175436"
TIBplus_4_8_1_4/channel000,369175412
TECminus_2_8_4_2_2/channel003,"470159972,470159976,470160004,470160008,470160012"
TIBminus_1_3_1_3/channel002,"369120454,369120458,369120462"
TIBminus_1_3_1_3/channel003,"369120453,369120457,369120461"
TECplus_8_4_3_1_3/channel003,"470362340,470362344,470362348,470362352,470362356"
TOBminus_6_1_1_10/channel002,"436310116,436310124,436310132"
TOBminus_6_1_1_10/channel003,"436310120,436310128,436310136"
TIDminus_1_1_2_3/channel003,"402664597,402664601,402664605"
TIDminus_1_1_2_3/channel002,"402664598,402664602,402664606"
TECplus_3_8_3_1_2/channel002,"470426564,470426568,470426572,470426576"
TECminus_6_5_2_2_1/channel003,"470111813,470111814"
TECplus_1_9_3_1_2/channel003,"470442372,470442376,470442380,470442384"
TECplus_1_9_3_1_2/channel002,"470442436,470442440,470442444,470442448"
TIDplus_1_1_2_1/channel002,"402672922,402672926,402672930"
TIDplus_1_1_2_1/channel003,"402672921,402672925,402672929"
TIBplus_2_5_2_1/channel003,"369142085,369142089,369142093"
TIBplus_2_5_2_1/channel002,"369142086,369142090,369142094"
TOBminus_4_3_3_2/channel002,"436279140,436279148,436279156"
TOBminus_4_3_3_2/channel003,"436279144,436279152,436279160"
TECplus_5_5_1_1_2/channel003,"470377828,470377832,470377836,470377860,470377864,470377868,470377872"
TECplus_5_5_1_1_2/channel002,"470377924,470377928,470377932,470377936"
TECplus_6_4_4_2_3/channel002,"470357732,470357736,470357740,470357744,470357748"
TECplus_6_4_4_2_3/channel003,"470357669,470357670,470357673,470357674,470357677,470357678"
TECplus_1_5_1_1_2/channel003,"470376804,470376808,470376812,470376836,470376840,470376844,470376848"
TECplus_3_6_3_1_3/channel002,"470393765,470393766,470393769,470393770"
TIBplus_2_2_2_3/channel002,"369141894,369141898,369141902"
TIBplus_2_2_2_3/channel003,"369141893,369141897,369141901"
TOBplus_2_1_1_2/channel003,"436248649,436248650,436248657,436248658,436248665,436248666"
TOBplus_2_1_1_2/channel002,"436248645,436248646,436248653,436248654,436248661,436248662"
TECplus_8_4_4_2_3/channel002,"470358244,470358248,470358252,470358256,470358260"
TIDplus_5_3_1_2/channel002,"402676502,402676506,402676510"
TIDplus_5_3_1_2/channel003,"402676501,402676505,402676509"
TECplus_8_4_4_2_3/channel003,"470358181,470358182,470358185,470358186,470358189,470358190"
TOBminus_5_1_2_3/channel003,"436294184,436294192,436294200"
TOBminus_5_1_2_3/channel002,"436294180,436294188,436294196"
TOBplus_3_1_1_2/channel002,"436266628,436266636,436266644"
TOBplus_3_1_1_2/channel003,"436266632,436266640,436266648"
TIDplus_4_2_2_1/channel002,"402674950,402674954,402674994"
TIDplus_4_2_2_1/channel003,"402674949,402674953,402674993"
TECplus_6_1_2_2_3/channel003,"470308517,470308518,470308521,470308522,470308525,470308526"
TECplus_6_1_2_2_3/channel002,"470308580,470308584,470308588,470308592,470308596"
TECplus_1_5_1_1_2/channel002,"470376900,470376904,470376908,470376912"
TOBminus_3_3_2_8/channel002,"436262116,436262124,436262132"
TOBminus_3_3_2_8/channel003,"436262120,436262128,436262136"
TECminus_1_3_2_2_1/channel003,"470077765,470077766"
TIDminus_3_2_1_2/channel002,"402666246,402666250,402666254"
TIDminus_3_2_1_2/channel003,"402666245,402666249,402666253"
TOBminus_6_2_1_5/channel002,"436310596,436310604,436310612"
TECminus_1_6_3_1_2/channel003,"470131300,470131304,470131308,470131332,470131336,470131340,470131344"
TECplus_1_4_4_2_2/channel002,"470356420,470356424,470356428"
TOBminus_6_2_1_5/channel003,"436310600,436310608,436310616"
TECminus_3_1_1_1_3/channel003,"470050020,470050024,470050028,470050032,470050036"
TECminus_4_5_1_1_2/channel002,"470115780,470115784,470115788,470115792"
TOBminus_3_3_1_6/channel003,"436261928,436261936,436261944"
TOBminus_1_4_1_6/channel002,"436229157,436229158,436229165,436229166,436229173,436229174"
TOBminus_1_4_1_6/channel003,"436229161,436229162,436229169,436229170,436229177,436229178"
TECplus_6_4_3_1_2/channel002,"470361796,470361800,470361804,470361808"
TIBminus_2_5_2_1/channel002,"369137990,369137994,369137998"
TIBminus_2_5_2_1/channel003,"369137989,369137993,369137997"
TOBplus_6_1_2_5/channel003,"436314376,436314384,436314392"
TOBplus_6_1_2_5/channel002,"436314372,436314380,436314388"
TIBplus_2_7_2_2/channel002,"369142262,369142266,369142270"
TIBplus_2_7_2_2/channel003,"369142261,369142265,369142269"
TOBplus_5_4_1_9/channel002,"436299428,436299436,436299444"
TOBplus_5_4_1_9/channel003,"436299432,436299440,436299448"
TOBminus_3_3_2_5/channel003,"436262216,436262224,436262232"
TOBminus_3_3_2_5/channel002,"436262212,436262220,436262228"
TECplus_1_1_1_1_1/channel000,470311210
TIDminus_5_3_2_3/channel003,"402668693,402668697,402668701"
TIDminus_5_3_2_3/channel002,"402668694,402668698,402668702"
TECplus_1_1_1_1_1/channel002,"470311205,470311206,470311209"
TIBminus_3_1_1_1/channel002,"369153044,369153048,369153052,369153060,369153064,369153068"
TIBminus_3_1_1_1/channel003,"369153076,369153080,369153084"
TIBminus_3_6_1_3/channel002,"369154692,369154696,369154700,369154708,369154712,369154716"
TECplus_1_1_1_1_1/channel003,"470311237,470311238,470311241,470311242"
TIBminus_1_1_2_2/channel002,"369121318,369121322,369121326"
TIBminus_1_1_2_2/channel003,"369121317,369121321,369121325"
TIDplus_8_3_3_1/channel002,"402677508,402677512,402677516,402677520,402677584"
TIDplus_8_3_3_1/channel003,"402677380,402677384,402677388,402677392,402677456"
TOBminus_3_3_2_4/channel002,"436262244,436262252,436262260"
TOBminus_3_3_1_6/channel002,"436261924,436261932,436261940"
TOBminus_6_2_2_9/channel003,"436311048,436311056,436311064"
TOBminus_6_1_1_2/channel002,"436312228,436312236,436312244"
TOBminus_3_3_2_4/channel003,"436262248,436262256,436262264"
TOBminus_6_2_2_9/channel002,"436311044,436311052,436311060"
TOBminus_4_1_2_2/channel003,"436277736,436277744,436277752"
TOBplus_3_3_1_5/channel003,"436266056,436266064,436266072"
TECminus_5_4_3_1_1/channel003,"470099525,470099526,470099529,470099530"
TIBminus_4_7_1_1/channel003,"369170052,369170056,369170060,369170100,369170104,369170108"
TIBminus_4_7_1_1/channel002,"369170068,369170072,369170076,369170084,369170088,369170092"
TOBminus_1_4_1_7/channel003,"436229129,436229130,436229137,436229138,436229145,436229146"
TOBminus_1_4_1_7/channel002,"436229125,436229126,436229133,436229134,436229141,436229142"
TECplus_4_1_2_2_2/channel002,"470308036,470308040,470308044"
TOBminus_2_2_2_4/channel002,"436245125,436245126,436245133,436245134,436245141,436245142"
TOBminus_2_2_2_4/channel003,"436245129,436245130,436245137,436245138,436245145,436245146"
TECplus_8_6_4_2_3/channel002,"470391012,470391016,470391020,470391024,470391028"
TOBplus_4_3_3_4/channel003,"436281384,436281392,436281400"
TOBplus_4_3_3_4/channel002,"436281380,436281388,436281396"
TOBminus_5_2_2_2/channel003,"436294792,436294800,436294808"
TOBminus_5_2_2_2/channel002,"436294788,436294796,436294804"
TECminus_6_6_4_2_1/channel003,"470128197,470128198"
TECplus_5_6_4_2_2/channel003,"470390116,470390120,470390148,470390152,470390156"
TOBplus_2_4_2_6/channel003,"436250057,436250058,436250065,436250066,436250073,436250074"
TOBplus_2_4_2_6/channel002,"436250053,436250054,436250061,436250062,436250069,436250070"
TOBplus_5_4_2_8/channel002,"436299748,436299756,436299764"
TOBplus_5_4_2_8/channel003,"436299752,436299760,436299768"
TOBplus_3_3_1_4/channel002,"436266084,436266092,436266100"
TIBminus_1_5_1_3/channel002,"369120582,369120586,369120590"
TIBminus_1_5_1_3/channel003,"369120581,369120585,369120589"
TECplus_3_2_4_2_2/channel003,"470324068,470324072,470324100,470324104,470324108"
TIDplus_6_3_2_1/channel003,"402676997,402677001,402677041"
TIDplus_6_3_2_1/channel002,"402676998,402677002,402677042"
TECplus_2_1_2_2_3/channel003,"470307493,470307494,470307497,470307498,470307501,470307502"
TIBplus_3_3_1_4/channel002,"369158468,369158472,369158476,369158516,369158520,369158524"
TOBplus_5_4_2_9/channel003,"436299720,436299728,436299736"
TOBplus_5_4_2_9/channel002,"436299716,436299724,436299732"
TIBminus_2_1_2_5/channel002,"369137750,369137754,369137758"
TIBminus_2_1_2_5/channel003,"369137749,369137753,369137757"
TECminus_4_3_1_1_1/channel002,"470082853,470082854,470082857,470082858"
