TIBminus_1_2_2_1/channel002 07-OCT-15 08.42.33.688000000 AM           202.199996948242
TIBminus_1_2_2_1/channel002 07-OCT-15 08.42.35.130000000 AM           198.600006103516
TIBminus_1_2_2_1/channel002 07-OCT-15 08.42.36.451000000 AM           186.600006103516
TIBminus_1_2_2_1/channel002 07-OCT-15 08.42.37.905000000 AM           172.399993896484
TIBminus_1_2_2_1/channel002 07-OCT-15 08.42.39.277000000 AM           150.600006103516
TIBminus_1_2_2_1/channel002 07-OCT-15 08.42.40.819000000 AM           122.400001525879
TIBminus_1_2_2_1/channel002 07-OCT-15 08.42.42.081000000 AM           88.4000015258789
TIBminus_1_2_2_1/channel002 07-OCT-15 08.42.43.782000000 AM           66
TIBminus_1_2_2_1/channel002 07-OCT-15 08.42.45.537000000 AM           70
TIBminus_1_2_2_1/channel002 07-OCT-15 08.43.56.067000000 AM           69.4000015258789
TIBminus_1_2_2_1/channel002 07-OCT-15 08.45.16.134000000 AM           90
TIBminus_1_2_2_1/channel002 07-OCT-15 08.47.39.051000000 AM           89.4000015258789
TIBminus_1_2_2_1/channel002 07-OCT-15 08.47.44.036000000 AM           91
TIBminus_1_2_2_1/channel002 07-OCT-15 08.47.48.273000000 AM           108.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 08.47.49.534000000 AM           106.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 08.50.14.556000000 AM           108
TIBminus_1_2_2_1/channel002 07-OCT-15 08.50.15.852000000 AM           124.199996948242
TIBminus_1_2_2_1/channel002 07-OCT-15 08.50.17.283000000 AM           121.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 08.52.45.253000000 AM           135.199996948242
TIBminus_1_2_2_1/channel002 07-OCT-15 08.52.46.890000000 AM           136
TIBminus_1_2_2_1/channel002 07-OCT-15 08.55.13.652000000 AM           148.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 08.57.25.726000000 AM           148.199996948242
TIBminus_1_2_2_1/channel002 07-OCT-15 08.57.39.397000000 AM           159.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 08.58.22.332000000 AM           159.199996948242
TIBminus_1_2_2_1/channel002 07-OCT-15 08.58.59.102000000 AM           158.600006103516
TIBminus_1_2_2_1/channel002 07-OCT-15 08.59.13.769000000 AM           158
TIBminus_1_2_2_1/channel002 07-OCT-15 08.59.31.945000000 AM           157.399993896484
TIBminus_1_2_2_1/channel002 07-OCT-15 08.59.51.273000000 AM           156.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 09.00.01.547000000 AM           156.199996948242
TIBminus_1_2_2_1/channel002 07-OCT-15 09.00.08.962000000 AM           155.600006103516
TIBminus_1_2_2_1/channel002 07-OCT-15 09.00.15.244000000 AM           154.399993896484
TIBminus_1_2_2_1/channel002 07-OCT-15 09.00.19.271000000 AM           153.399993896484
TIBminus_1_2_2_1/channel002 07-OCT-15 09.00.23.477000000 AM           152.600006103516
TIBminus_1_2_2_1/channel002 07-OCT-15 09.00.26.494000000 AM           152
TIBminus_1_2_2_1/channel002 07-OCT-15 09.00.30.921000000 AM           151.399993896484
TIBminus_1_2_2_1/channel002 07-OCT-15 09.00.34.870000000 AM           150.600006103516
TIBminus_1_2_2_1/channel002 07-OCT-15 09.00.42.179000000 AM           150
TIBminus_1_2_2_1/channel002 07-OCT-15 09.00.49.995000000 AM           149.399993896484
TIBminus_1_2_2_1/channel002 07-OCT-15 09.01.19.131000000 AM           150
TIBminus_1_2_2_1/channel002 07-OCT-15 09.01.29.352000000 AM           150.600006103516
TIBminus_1_2_2_1/channel002 07-OCT-15 09.01.37.946000000 AM           151.199996948242
TIBminus_1_2_2_1/channel002 07-OCT-15 09.01.45.297000000 AM           151.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 09.01.54.353000000 AM           152.399993896484
TIBminus_1_2_2_1/channel002 07-OCT-15 09.02.03.243000000 AM           153
TIBminus_1_2_2_1/channel002 07-OCT-15 09.02.12.011000000 AM           153.600006103516
TIBminus_1_2_2_1/channel002 07-OCT-15 09.02.22.306000000 AM           154.199996948242
TIBminus_1_2_2_1/channel002 07-OCT-15 09.02.33.303000000 AM           154.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 09.02.47.044000000 AM           155.399993896484
TIBminus_1_2_2_1/channel002 07-OCT-15 09.03.00.318000000 AM           156
TIBminus_1_2_2_1/channel002 07-OCT-15 09.03.16.664000000 AM           156.600006103516
TIBminus_1_2_2_1/channel002 07-OCT-15 09.03.36.074000000 AM           163.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 09.03.38.598000000 AM           167
TIBminus_1_2_2_1/channel002 07-OCT-15 09.04.09.390000000 AM           167.600006103516
TIBminus_1_2_2_1/channel002 07-OCT-15 09.04.47.602000000 AM           168.199996948242
TIBminus_1_2_2_1/channel002 07-OCT-15 09.05.39.478000000 AM           168.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 09.06.07.272000000 AM           178.199996948242
TIBminus_1_2_2_1/channel002 07-OCT-15 09.06.08.959000000 AM           177.199996948242
TIBminus_1_2_2_1/channel002 07-OCT-15 09.06.59.171000000 AM           177.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 09.08.35.087000000 AM           185
TIBminus_1_2_2_1/channel002 07-OCT-15 09.10.58.734000000 AM           189.399993896484
TIBminus_1_2_2_1/channel002 07-OCT-15 09.11.00.073000000 AM           192
TIBminus_1_2_2_1/channel002 07-OCT-15 09.11.01.488000000 AM           190.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 09.13.54.320000000 AM           191.399993896484
TIBminus_1_2_2_1/channel002 07-OCT-15 09.14.22.156000000 AM           195.199996948242
TIBminus_1_2_2_1/channel002 07-OCT-15 09.16.50.270000000 AM           196.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 09.16.51.596000000 AM           200.600006103516
TIBminus_1_2_2_1/channel002 07-OCT-15 09.16.52.954000000 AM           198.199996948242
TIBminus_1_2_2_1/channel002 07-OCT-15 09.19.16.104000000 AM           199
TIBminus_1_2_2_1/channel002 07-OCT-15 09.19.17.788000000 AM           200.399993896484
TIBminus_1_2_2_1/channel002 07-OCT-15 09.21.36.615000000 AM           204.800003051758
TIBminus_1_2_2_1/channel002 07-OCT-15 09.21.39.620000000 AM           202
TIBminus_1_2_2_1/channel002 07-OCT-15 09.23.53.794000000 AM           202.600006103516
TIBminus_1_2_2_1/channel002 07-OCT-15 09.23.58.321000000 AM           203.600006103516
