436228133	170
436228134	215
436228137	220
436228138	265.5
436228141	195
436228142	220.5
436228145	190
436228149	185.675
436228150	222.095
436228153	220
436228154	201.38
436228165	192.735
436228166	211.46
436228169	224.5
436228170	196.115
436228173	188.65
436228174	230
436228177	236
436228178	206.68
436228181	185.205
436228182	229.5
436228185	220.5
436228186	213
436228197	200
436228198	180
436228201	215.5
436228202	252.5
436228205	185
436228206	236.5
436228209	236
436228210	258.5
436228213	200
436228214	246
436228217	236.5
436228218	215
436228229	184.8
436228230	227.64
436228233	183.78
436228234	215
436228237	192.035
436228238	215
436228241	187.375
436228242	210
436228245	187.185
436228246	200
436228249	185
436228250	210
436228261	220
436228262	190
436228265	180
436228266	201.68
436228269	215
436228270	189.325
436228273	209.06
436228274	190
436228277	205
436228278	185
436228281	210
436228282	215
436228293	193.525
436228294	220
436228297	174.895
436228298	195
436228301	235
436228302	210
436228305	185
436228306	220
436228309	231.05
436228310	225
436228313	185.03
436228314	225
436228325	205
436228326	225
436228329	230
436228330	230
436228333	205
436228334	190
436228337	225
436228338	230
436228341	250
436228342	185
436228345	215
436228346	225
436228357	194.5
436228358	193.23
436228361	210
436228365	185
436228366	181.5
436228369	230
436228370	210.5
436228373	199
436228377	210
436228378	257
436228389	261.5
436228390	240
436228393	240
436228394	180
436228397	259
436228398	235
436228401	210
436228402	185
436228405	190
436228406	240
436228409	220
436228410	180.835
436228421	190
436228422	175
436228425	200
436228426	235
436228429	175
436228430	210
436228433	225
436228434	210
436228437	190
436228438	190.775
436228441	190
436228442	210
436228453	220
436228454	166.24
436228457	213.885
436228458	189.31
436228461	215
436228462	166.05
436228465	219.5
436228466	225.5
436228469	210
436228470	237.5
436228473	238.5
436228474	242.5
436228485	220
436228486	190
436228489	213.925
436228490	215
436228493	240
436228494	183.895
436228497	230
436228498	210
436228501	235
436228502	191.26
436228505	205
436228506	205
436228517	190
436228518	210
436228521	215
436228522	230
436228525	185
436228526	165
436228529	180.84
436228530	240
436228533	170
436228534	240
436228537	187.08
436228538	230
436228549	213.5
436228550	169.84
436228553	210
436228554	230
436228557	220
436228558	207
436228561	181.135
436228562	210
436228565	230.665
436228566	190.115
436228569	180
436228570	220
436228581	265
436228582	210
436228585	225
436228586	205
436228589	250
436228590	210
436228593	215
436228594	200
436228597	255
436228598	225
436228601	218.99
436228602	205
436228613	235
436228614	227
436228617	244
436228618	190
436228621	240
436228622	218.665
436228625	195.635
436228626	180
436228629	220
436228630	217.76
436228633	193.935
436228634	185
436228646	195
436228649	220.5
436228650	247.98
436228653	195
436228654	195
436228657	249.25
436228661	180
436228662	180
436228665	261
436228677	192.5505
436228678	193.5
436228681	208
436228685	161.496
436228686	182
436228689	212.5
436228690	263
436228693	199
436228694	191.14
436228697	232.5
436228698	255
436228709	247.5
436228710	240
436228713	210
436228714	180
436228717	251
436228718	240
436228721	225
436228722	180
436228725	262.5
436228726	235
436228729	220
436228730	165
436228741	196.5
436228742	232.5
436228745	230
436228746	215
436228749	171.465
436228750	210
436228753	225
436228754	210
436228757	178.653
436228758	210
436228761	190
436228762	215
436228773	210
436228774	230
436228777	200
436228778	210
436228781	262
436228782	198.23
436228785	226.5
436228786	202.48
436228789	249.29
436228790	212.71
436228793	215
436228794	213.58
436228805	220
436228806	234.5
436228809	227
436228810	200
436228813	225
436228814	197.765
436228817	215
436228818	200
436228821	225
436228822	184.335
436228825	230.5
436228826	198.355
436228837	200
436228838	244.5
436228841	256
436228845	185
436228849	211.5
436228850	267
436228853	185.39
436228854	235
436228857	215
436228858	236.4
436228869	242.1
436228873	220
436228874	228.395
436228877	242.74
436228881	210
436228882	239.25
436228885	213.5
436228886	210
436228889	210
436228890	217.49
436228901	180
436228902	180.5
436228905	230
436228906	200
436228909	174.295
436228913	190
436228914	210
436228917	170
436228918	174.64
436228921	190
436228922	220
436228933	230
436228934	214
436228937	244.5
436228938	210
436228941	230
436228942	220
436228945	235.71
436228949	225
436228950	220.85
436228953	214.5
436228965	230.5
436228966	220
436228969	207
436228973	220.5
436228974	215
436228977	257
436228981	226
436228985	214.275
436228986	183.47
436228997	221.235
436228998	205
436229001	185
436229002	225
436229005	220
436229006	215
436229009	180
436229010	225
436229013	225
436229014	215
436229017	180
436229018	225
436229029	225
436229030	215
436229033	190
436229034	225
436229037	225
436229038	205
436229041	215
436229042	230
436229045	220
436229046	205
436229049	225
436229050	230
436229061	260
436229062	205
436229065	230
436229066	215
436229069	255
436229070	200
436229073	200
436229074	210
436229077	199.935
436229078	220
436229081	197.445
436229082	210
436229093	190
436229094	195.775
436229097	190
436229098	200
436229101	190
436229102	235
436229105	185
